"DISTRITO","UNIDADE","AREA","ANO","MES","CONS_ENF","CONS_MED","CONS_ODO","FALTAS_ENF","FALTAS_MED","FALTAS_ODO"
"Norte","CS BARRA DA LAGOA",0,2018,6,217,275,112,4,40,9
"Norte","CS BARRA DA LAGOA",0,2018,7,115,345,117,0,54,9
"Norte","CS BARRA DA LAGOA",1,2018,4,289,156,54,3,5,5
"Norte","CS BARRA DA LAGOA",1,2018,5,422,271,16,5,24,0
"Norte","CS BARRA DA LAGOA",1,2018,6,256,254,129,0,44,6
"Norte","CS BARRA DA LAGOA",1,2018,7,247,279,73,2,56,4
"Norte","CS BARRA DA LAGOA",2,2018,4,64,26,16,1,3,0
"Norte","CS BARRA DA LAGOA",2,2018,5,88,57,1,1,9,0
"Norte","CS BARRA DA LAGOA",2,2018,6,46,71,35,2,13,0
"Norte","CS BARRA DA LAGOA",2,2018,7,23,78,29,0,15,1
"Norte","CS CACHOEIRA BOM JESUS",0,2018,4,152,117,33,8,4,8
"Norte","CS CACHOEIRA BOM JESUS",0,2018,5,188,314,58,9,6,16
"Norte","CS CACHOEIRA BOM JESUS",0,2018,6,372,440,94,15,11,10
"Norte","CS CACHOEIRA BOM JESUS",0,2018,7,270,314,82,23,9,19
"Norte","CS CACHOEIRA BOM JESUS",1,2018,4,163,89,27,21,1,6
"Norte","CS CACHOEIRA BOM JESUS",1,2018,5,141,199,57,13,4,7
"Norte","CS CACHOEIRA BOM JESUS",1,2018,6,273,210,71,13,2,15
"Norte","CS CACHOEIRA BOM JESUS",1,2018,7,208,194,53,12,4,18
"Norte","CS CANASVIEIRAS",0,2018,4,97,124,32,25,3,8
"Norte","CS CANASVIEIRAS",0,2018,5,130,223,33,12,4,8
"Norte","CS CANASVIEIRAS",0,2018,6,170,291,39,14,5,8
"Norte","CS CANASVIEIRAS",0,2018,7,153,302,43,16,15,2
"Norte","CS CANASVIEIRAS",1,2018,4,49,186,40,3,14,6
"Norte","CS CANASVIEIRAS",1,2018,5,178,297,43,7,7,7
"Norte","CS CANASVIEIRAS",1,2018,6,200,404,39,13,13,6
"Norte","CS CANASVIEIRAS",1,2018,7,230,405,77,15,9,7
"Norte","CS CANASVIEIRAS",2,2018,4,38,200,17,1,14,5
"Norte","CS CANASVIEIRAS",2,2018,5,233,176,26,20,5,1
"Norte","CS CANASVIEIRAS",2,2018,6,324,204,36,26,4,6
"Norte","CS CANASVIEIRAS",2,2018,7,263,207,35,32,4,10
"Norte","CS CANASVIEIRAS",3,2018,4,28,211,27,0,4,4
"Norte","CS CANASVIEIRAS",3,2018,5,61,222,25,7,3,4
"Norte","CS CANASVIEIRAS",3,2018,6,100,295,47,13,1,2
"Norte","CS CANASVIEIRAS",3,2018,7,85,306,48,14,3,10
"Norte","CS CANASVIEIRAS",4,2018,4,40,330,53,1,27,8
"Norte","CS CANASVIEIRAS",4,2018,5,106,318,64,6,19,8
"Norte","CS CANASVIEIRAS",4,2018,6,197,287,90,21,12,6
"Norte","CS CANASVIEIRAS",4,2018,7,171,325,92,18,15,17
"Norte","CS INGLESES",1,2018,4,163,212,57,18,7,9
"Norte","CS INGLESES",1,2018,5,223,363,54,9,12,10
"Norte","CS INGLESES",1,2018,6,202,339,43,23,13,2
"Norte","CS INGLESES",1,2018,7,194,329,33,39,11,6
"Norte","CS INGLESES",2,2018,4,248,168,81,14,5,10
"Norte","CS INGLESES",2,2018,5,371,237,84,13,7,7
"Norte","CS INGLESES",2,2018,6,298,287,71,28,11,12
"Norte","CS INGLESES",2,2018,7,355,308,76,32,14,6
"Norte","CS INGLESES",3,2018,4,220,119,70,11,5,13
"Norte","CS INGLESES",3,2018,5,270,219,64,10,10,25
"Norte","CS INGLESES",3,2018,6,258,239,87,23,14,16
"Norte","CS INGLESES",3,2018,7,323,278,77,25,16,12
"Norte","CS INGLESES",4,2018,4,184,87,53,3,3,5
"Norte","CS INGLESES",4,2018,5,158,266,82,5,22,11
"Norte","CS INGLESES",4,2018,6,77,276,69,6,24,15
"Norte","CS INGLESES",4,2018,7,143,348,42,11,21,10
"Norte","CS INGLESES",5,2018,4,175,337,63,6,45,23
"Norte","CS INGLESES",5,2018,5,280,467,89,10,24,13
"Norte","CS INGLESES",5,2018,6,226,446,74,28,24,15
"Norte","CS INGLESES",5,2018,7,284,369,78,31,21,12
"Norte","CS INGLESES",6,2018,4,243,243,73,7,9,16
"Norte","CS INGLESES",6,2018,5,304,495,109,22,21,22
"Norte","CS INGLESES",6,2018,6,290,234,92,29,8,16
"Norte","CS INGLESES",6,2018,7,219,546,100,12,23,13
"Norte","CS INGLESES",7,2018,4,67,69,19,4,4,2
"Norte","CS INGLESES",7,2018,5,97,151,24,6,5,4
"Norte","CS INGLESES",7,2018,6,89,140,18,10,5,3
"Norte","CS INGLESES",7,2018,7,96,159,26,14,8,2
"Norte","CS INGLESES",8,2018,4,58,78,11,6,5,1
"Norte","CS INGLESES",8,2018,5,74,93,23,5,4,0
"Norte","CS INGLESES",8,2018,6,66,102,22,11,10,6
"Norte","CS INGLESES",8,2018,7,50,93,22,8,6,1
"Norte","CS JURERE",0,2018,4,255,395,74,39,25,10
"Norte","CS JURERE",0,2018,5,256,304,113,25,16,25
"Norte","CS JURERE",0,2018,6,162,333,103,38,10,26
"Norte","CS JURERE",0,2018,7,199,293,49,8,19,5
"Norte","CS PONTA DAS CANAS",0,2018,4,67,237,13,5,24,3
"Norte","CS PONTA DAS CANAS",0,2018,5,104,194,18,8,3,4
"Norte","CS PONTA DAS CANAS",0,2018,6,81,277,11,21,15,1
"Norte","CS PONTA DAS CANAS",0,2018,7,106,380,36,6,15,6
"Norte","CS PONTA DAS CANAS",1,2018,4,22,136,2,4,11,1
"Norte","CS PONTA DAS CANAS",1,2018,5,37,128,5,4,9,0
"Norte","CS PONTA DAS CANAS",1,2018,6,33,152,4,6,12,1
"Norte","CS PONTA DAS CANAS",1,2018,7,50,181,27,5,3,4
"Norte","CS RATONES",0,2018,4,135,185,64,16,3,8
"Norte","CS RATONES",0,2018,5,197,209,56,0,8,8
"Norte","CS RATONES",0,2018,6,110,319,23,5,8,1
"Norte","CS RATONES",0,2018,7,112,111,19,4,6,2
"Norte","CS RATONES",1,2018,4,58,94,19,9,0,4
"Norte","CS RATONES",1,2018,5,75,109,21,0,6,7
"Norte","CS RATONES",1,2018,6,36,138,5,6,10,1
"Norte","CS RATONES",1,2018,7,44,62,17,10,10,3
"Norte","CS RIO VERMELHO",0,2018,4,289,435,96,5,3,4
"Norte","CS RIO VERMELHO",0,2018,5,364,502,70,11,4,15
"Norte","CS RIO VERMELHO",0,2018,6,357,461,81,21,5,11
"Norte","CS RIO VERMELHO",0,2018,7,350,377,84,32,8,6
"Norte","CS RIO VERMELHO",1,2018,4,159,472,80,6,12,7
"Norte","CS RIO VERMELHO",1,2018,5,262,550,69,9,11,7
"Norte","CS RIO VERMELHO",1,2018,6,206,532,82,12,20,7
"Norte","CS RIO VERMELHO",1,2018,7,195,501,90,15,8,5
"Norte","CS RIO VERMELHO",2,2018,4,107,280,61,2,8,8
"Norte","CS RIO VERMELHO",2,2018,5,122,306,50,3,17,10
"Norte","CS RIO VERMELHO",2,2018,6,130,326,54,1,13,5
"Norte","CS RIO VERMELHO",2,2018,7,132,295,68,1,6,8
"Norte","CS RIO VERMELHO",3,2018,4,115,323,64,0,4,3
"Norte","CS RIO VERMELHO",3,2018,5,155,367,60,8,7,4
"Norte","CS RIO VERMELHO",3,2018,6,167,455,44,20,5,6
"Norte","CS RIO VERMELHO",3,2018,7,134,388,58,32,10,4
"Norte","CS RIO VERMELHO",4,2018,4,116,215,37,2,5,7
"Norte","CS RIO VERMELHO",4,2018,5,160,256,28,1,5,4
"Norte","CS RIO VERMELHO",4,2018,6,148,279,49,4,10,5
"Norte","CS RIO VERMELHO",4,2018,7,154,242,58,4,10,4
"Norte","CS SACO GRANDE",0,2018,4,87,380,58,1,2,7
"Norte","CS SACO GRANDE",0,2018,5,201,471,43,1,2,3
"Norte","CS SACO GRANDE",0,2018,6,230,621,123,0,1,14
"Norte","CS SACO GRANDE",0,2018,7,238,541,110,0,7,10
"Norte","CS SACO GRANDE",1,2018,4,118,400,31,1,4,2
"Norte","CS SACO GRANDE",1,2018,5,126,579,35,4,8,2
"Norte","CS SACO GRANDE",1,2018,6,189,641,81,3,15,9
"Norte","CS SACO GRANDE",1,2018,7,141,634,82,1,17,13
"Norte","CS SACO GRANDE",2,2018,4,173,164,17,8,2,0
"Norte","CS SACO GRANDE",2,2018,5,194,389,42,2,1,1
"Norte","CS SACO GRANDE",2,2018,6,270,488,78,2,5,7
"Norte","CS SACO GRANDE",2,2018,7,179,376,91,3,10,9
"Norte","CS SACO GRANDE",3,2018,4,72,277,52,1,3,3
"Norte","CS SACO GRANDE",3,2018,5,96,425,58,1,0,3
"Norte","CS SACO GRANDE",3,2018,6,90,532,91,2,2,16
"Norte","CS SACO GRANDE",3,2018,7,157,558,103,1,5,9
"Norte","CS SACO GRANDE",4,2018,4,87,297,17,2,5,1
"Norte","CS SACO GRANDE",4,2018,5,139,396,35,2,6,7
"Norte","CS SACO GRANDE",4,2018,6,149,486,64,2,5,4
"Norte","CS SACO GRANDE",4,2018,7,186,435,68,2,11,6
"Norte","CS SACO GRANDE",5,2018,4,88,278,48,1,1,4
"Norte","CS SACO GRANDE",5,2018,5,135,405,84,0,2,4
"Norte","CS SACO GRANDE",5,2018,6,236,554,104,0,1,17
"Norte","CS SACO GRANDE",5,2018,7,236,520,157,1,2,13
"Norte","CS SANTINHO",0,2018,4,178,286,128,17,14,10
"Norte","CS SANTINHO",0,2018,5,170,312,171,6,16,6
"Norte","CS SANTINHO",0,2018,6,279,423,154,12,14,5
"Norte","CS SANTINHO",0,2018,7,238,418,167,22,14,12
"Norte","CS SANTINHO",1,2018,4,170,189,119,16,7,2
"Norte","CS SANTINHO",1,2018,5,95,412,162,5,21,4
"Norte","CS SANTINHO",1,2018,6,143,464,107,6,39,3
"Norte","CS SANTINHO",1,2018,7,133,258,155,6,12,7
"Norte","CS SANTO ANTONIO LISBOA",0,2018,4,157,269,47,4,8,0
"Norte","CS SANTO ANTONIO LISBOA",0,2018,5,134,411,129,10,13,4
"Norte","CS SANTO ANTONIO LISBOA",0,2018,6,208,305,120,13,3,11
"Norte","CS SANTO ANTONIO LISBOA",0,2018,7,33,281,55,7,8,4
"Norte","CS SANTO ANTONIO LISBOA",1,2018,4,242,250,104,35,6,19
"Norte","CS SANTO ANTONIO LISBOA",1,2018,5,191,456,90,12,11,16
"Norte","CS SANTO ANTONIO LISBOA",1,2018,6,197,430,150,20,16,26
"Norte","CS SANTO ANTONIO LISBOA",1,2018,7,40,461,117,4,19,21
"Norte","CS VARGEM GRANDE",0,2018,4,170,83,61,11,5,10
"Norte","CS VARGEM GRANDE",0,2018,5,267,191,17,11,7,4
"Norte","CS VARGEM GRANDE",0,2018,6,535,461,89,17,6,2
"Norte","CS VARGEM GRANDE",0,2018,7,360,537,63,10,14,4
"Norte","CS VARGEM GRANDE",1,2018,5,0,1,0,0,0,0
"Norte","CS VARGEM GRANDE",1,2018,6,1,0,0,0,0,0
"Norte","CS VARGEM GRANDE",1,2018,7,1,2,0,0,0,0
"Norte","CS VARGEM PEQUENA",0,2018,4,54,209,51,1,7,13
"Norte","CS VARGEM PEQUENA",0,2018,5,115,266,79,2,15,20
"Norte","CS VARGEM PEQUENA",0,2018,6,233,211,78,2,9,12
"Norte","CS VARGEM PEQUENA",0,2018,7,142,208,4,6,10,0
"Sul","CS ALTO RIBEIRÃO",0,2018,4,117,368,74,6,20,4
"Sul","CS ALTO RIBEIRÃO",0,2018,5,255,433,124,14,12,12
"Sul","CS ALTO RIBEIRÃO",0,2018,6,211,466,19,33,4,1
"Sul","CS ALTO RIBEIRÃO",0,2018,7,265,624,66,28,22,9
"Sul","CS ARMAÇÃO",0,2018,4,164,377,100,22,10,6
"Sul","CS ARMAÇÃO",0,2018,5,219,351,102,26,8,3
"Sul","CS ARMAÇÃO",0,2018,6,248,487,93,18,8,5
"Sul","CS ARMAÇÃO",0,2018,7,232,269,91,9,9,12
"Sul","CS ARMAÇÃO",1,2018,4,142,272,82,9,9,12
"Sul","CS ARMAÇÃO",1,2018,5,198,217,89,20,6,3
"Sul","CS ARMAÇÃO",1,2018,6,211,340,95,12,12,12
"Sul","CS ARMAÇÃO",1,2018,7,201,277,82,12,7,15
"Sul","CS ARMAÇÃO",2,2018,4,28,55,10,8,1,1
"Sul","CS ARMAÇÃO",2,2018,5,32,61,6,3,1,0
"Sul","CS ARMAÇÃO",2,2018,6,40,70,19,3,0,1
"Sul","CS ARMAÇÃO",2,2018,7,38,44,11,5,1,0
"Sul","CS CAIEIRA BARRA DO SUL",0,2018,4,104,253,23,2,11,1
"Sul","CS CAIEIRA BARRA DO SUL",0,2018,5,36,268,8,0,11,0
"Sul","CS CAIEIRA BARRA DO SUL",0,2018,6,139,314,7,1,14,2
"Sul","CS CAIEIRA BARRA DO SUL",0,2018,7,113,332,15,11,11,3
"Sul","CS CAMPECHE",0,2018,4,133,344,36,2,4,3
"Sul","CS CAMPECHE",0,2018,5,171,501,14,5,11,2
"Sul","CS CAMPECHE",0,2018,6,177,534,90,3,15,8
"Sul","CS CAMPECHE",0,2018,7,180,516,64,6,18,6
"Sul","CS CAMPECHE",1,2018,4,151,307,45,6,10,3
"Sul","CS CAMPECHE",1,2018,5,236,389,10,8,16,0
"Sul","CS CAMPECHE",1,2018,6,251,290,78,4,13,5
"Sul","CS CAMPECHE",1,2018,7,222,472,80,4,19,0
"Sul","CS CANTO DA LAGOA",0,2018,4,23,132,21,4,24,0
"Sul","CS CANTO DA LAGOA",0,2018,5,28,154,24,2,21,2
"Sul","CS CANTO DA LAGOA",0,2018,6,62,203,43,9,20,1
"Sul","CS CANTO DA LAGOA",0,2018,7,69,203,42,6,36,0
"Sul","CS CARIANOS",0,2018,4,219,184,92,7,1,5
"Sul","CS CARIANOS",0,2018,5,177,226,79,5,4,6
"Sul","CS CARIANOS",0,2018,6,220,326,81,9,8,9
"Sul","CS CARIANOS",0,2018,7,118,377,95,6,8,8
"Sul","CS CARIANOS",1,2018,4,158,225,109,8,5,16
"Sul","CS CARIANOS",1,2018,5,185,325,135,8,12,3
"Sul","CS CARIANOS",1,2018,6,225,396,128,10,20,18
"Sul","CS CARIANOS",1,2018,7,208,542,107,10,19,7
"Sul","CS CARIANOS",2,2018,4,21,27,16,0,1,1
"Sul","CS CARIANOS",2,2018,5,21,39,12,2,4,0
"Sul","CS CARIANOS",2,2018,6,30,37,18,0,0,3
"Sul","CS CARIANOS",2,2018,7,18,51,15,0,3,2
"Sul","CS COSTA DA LAGOA",0,2018,4,4,14,1,0,2,0
"Sul","CS COSTA DA LAGOA",0,2018,5,2,217,16,0,1,0
"Sul","CS COSTA DA LAGOA",0,2018,6,35,201,8,0,11,0
"Sul","CS COSTA DA LAGOA",0,2018,7,7,224,20,0,22,1
"Sul","CS COSTEIRA DO PIRAJUBAÉ",0,2018,4,312,161,71,20,26,12
"Sul","CS COSTEIRA DO PIRAJUBAÉ",0,2018,5,418,359,19,10,13,1
"Sul","CS COSTEIRA DO PIRAJUBAÉ",0,2018,6,482,120,95,18,10,18
"Sul","CS COSTEIRA DO PIRAJUBAÉ",0,2018,7,393,332,78,16,23,19
"Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2018,4,331,312,65,13,41,13
"Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2018,5,424,368,25,16,32,1
"Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2018,6,513,298,78,15,21,17
"Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2018,7,491,357,93,29,29,22
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2018,4,219,230,33,16,41,19
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2018,5,298,247,29,7,44,5
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2018,6,355,238,73,13,55,9
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2018,7,261,299,85,11,67,21
"Sul","CS FAZENDA DO RIO TAVARES",0,2018,4,48,203,27,0,14,4
"Sul","CS FAZENDA DO RIO TAVARES",0,2018,5,228,230,44,9,3,8
"Sul","CS FAZENDA DO RIO TAVARES",0,2018,6,256,163,53,14,3,9
"Sul","CS FAZENDA DO RIO TAVARES",0,2018,7,264,292,57,19,4,9
"Sul","CS FAZENDA DO RIO TAVARES",1,2018,4,194,300,37,10,13,4
"Sul","CS FAZENDA DO RIO TAVARES",1,2018,5,311,211,59,14,11,3
"Sul","CS FAZENDA DO RIO TAVARES",1,2018,6,349,508,73,20,20,12
"Sul","CS FAZENDA DO RIO TAVARES",1,2018,7,383,535,98,33,28,12
"Sul","CS LAGOA DA CONCEIÇÃO",0,2018,4,57,232,21,5,8,2
"Sul","CS LAGOA DA CONCEIÇÃO",0,2018,5,171,384,15,11,11,0
"Sul","CS LAGOA DA CONCEIÇÃO",0,2018,6,259,475,55,11,21,9
"Sul","CS LAGOA DA CONCEIÇÃO",0,2018,7,221,399,29,16,12,0
"Sul","CS LAGOA DA CONCEIÇÃO",1,2018,4,84,208,16,3,8,0
"Sul","CS LAGOA DA CONCEIÇÃO",1,2018,5,194,194,2,13,21,0
"Sul","CS LAGOA DA CONCEIÇÃO",1,2018,6,246,388,40,11,15,5
"Sul","CS LAGOA DA CONCEIÇÃO",1,2018,7,176,430,25,13,32,2
"Sul","CS LAGOA DA CONCEIÇÃO",2,2018,4,39,176,24,9,1,0
"Sul","CS LAGOA DA CONCEIÇÃO",2,2018,5,126,298,12,2,6,1
"Sul","CS LAGOA DA CONCEIÇÃO",2,2018,6,186,350,32,11,8,4
"Sul","CS LAGOA DA CONCEIÇÃO",2,2018,7,148,382,30,19,6,3
"Sul","CS MORRO DAS PEDRAS",0,2018,4,94,232,26,5,14,6
"Sul","CS MORRO DAS PEDRAS",0,2018,5,151,312,40,13,13,1
"Sul","CS MORRO DAS PEDRAS",0,2018,6,135,326,58,9,14,3
"Sul","CS MORRO DAS PEDRAS",0,2018,7,70,330,48,2,23,0
"Sul","CS MORRO DAS PEDRAS",1,2018,4,71,260,53,2,14,0
"Sul","CS MORRO DAS PEDRAS",1,2018,5,190,394,81,8,26,1
"Sul","CS MORRO DAS PEDRAS",1,2018,6,173,423,99,13,26,2
"Sul","CS MORRO DAS PEDRAS",1,2018,7,126,378,104,4,22,8
"Sul","CS PANTANO DO SUL",0,2018,4,116,405,16,7,9,0
"Sul","CS PANTANO DO SUL",0,2018,5,203,536,137,5,14,11
"Sul","CS PANTANO DO SUL",0,2018,6,185,440,113,3,22,7
"Sul","CS PANTANO DO SUL",0,2018,7,106,517,117,6,21,16
"Sul","CS RIBEIRÃO DA ILHA",0,2018,4,58,207,65,6,2,9
"Sul","CS RIBEIRÃO DA ILHA",0,2018,5,99,228,51,7,7,9
"Sul","CS RIBEIRÃO DA ILHA",0,2018,6,173,248,81,28,9,9
"Sul","CS RIBEIRÃO DA ILHA",0,2018,7,160,134,3,31,11,1
"Sul","CS RIO TAVARES",0,2018,4,55,190,34,8,26,0
"Sul","CS RIO TAVARES",0,2018,5,89,270,50,9,39,1
"Sul","CS RIO TAVARES",0,2018,6,115,261,50,11,26,1
"Sul","CS RIO TAVARES",0,2018,7,124,390,10,19,43,0
"Sul","CS RIO TAVARES",1,2018,4,46,159,17,5,8,2
"Sul","CS RIO TAVARES",1,2018,5,89,244,29,16,25,0
"Sul","CS RIO TAVARES",1,2018,6,103,158,52,3,20,3
"Sul","CS RIO TAVARES",1,2018,7,102,266,7,18,16,0
"Sul","CS RIO TAVARES",2,2018,4,17,63,5,4,5,2
"Sul","CS RIO TAVARES",2,2018,5,40,85,10,3,9,0
"Sul","CS RIO TAVARES",2,2018,6,35,78,17,3,2,1
"Sul","CS RIO TAVARES",2,2018,7,48,115,11,7,12,0
"Sul","CS RIO TAVARES",3,2018,4,14,33,4,6,5,0
"Sul","CS RIO TAVARES",3,2018,5,25,58,5,3,3,0
"Sul","CS RIO TAVARES",3,2018,6,19,39,10,1,3,1
"Sul","CS RIO TAVARES",3,2018,7,18,64,1,2,8,0
"Sul","CS TAPERA",0,2018,4,97,343,7,7,4,1
"Sul","CS TAPERA",0,2018,5,308,623,63,18,13,3
"Sul","CS TAPERA",0,2018,6,299,780,66,14,15,4
"Sul","CS TAPERA",0,2018,7,88,826,29,7,35,0
"Sul","CS TAPERA",1,2018,4,83,234,7,6,9,1
"Sul","CS TAPERA",1,2018,5,246,358,53,18,12,3
"Sul","CS TAPERA",1,2018,6,215,499,60,21,29,3
"Sul","CS TAPERA",1,2018,7,87,377,59,6,22,3
"Sul","CS TAPERA",2,2018,4,60,307,7,0,10,1
"Sul","CS TAPERA",2,2018,5,233,503,68,11,17,4
"Sul","CS TAPERA",2,2018,6,154,579,70,23,9,8
"Sul","CS TAPERA",2,2018,7,157,556,71,28,36,2
"Sul","CS TAPERA",3,2018,4,60,248,7,1,6,0
"Sul","CS TAPERA",3,2018,5,125,544,59,11,83,1
"Sul","CS TAPERA",3,2018,6,175,670,53,25,157,4
"Sul","CS TAPERA",3,2018,7,160,646,38,14,68,9
