"DISTRITO","UNIDADE","TRIMESTRE","VALOR"
"Centro","CS PANTANAL","2016 Q2",60
"Sul","CS PANTANO DO SUL","2016 Q2",64
"Norte","CS PONTA DAS CANAS","2016 Q2",174
"Centro","CS PRAINHA","2016 Q2",135
"Norte","CS RATONES","2016 Q2",101
"Sul","CS RIBEIRÃO DA ILHA","2016 Q2",67
"Sul","CS RIO TAVARES","2016 Q2",85
"Norte","CS RIO VERMELHO","2016 Q2",385
"Centro","CS SACO DOS LIMÕES","2016 Q2",153
"Norte","CS SACO GRANDE","2016 Q2",382
"Norte","CS SANTINHO","2016 Q2",172
"Norte","CS SANTO ANTONIO LISBOA","2016 Q2",154
"Continente","CS SAPE","2016 Q2",70
"Sul","CS TAPERA","2016 Q2",124
"Centro","CS TRINDADE","2016 Q2",180
"Norte","CS VARGEM GRANDE","2016 Q2",34
"Norte","CS VARGEM PEQUENA","2016 Q2",65
"Continente","CS VILA APARECIDA","2016 Q2",51
"Continente","CS ABRAÃO","2016 Q3",49
"Centro","CS AGRONÔMICA","2016 Q3",231
"Sul","CS ALTO RIBEIRÃO","2016 Q3",105
"Sul","CS ARMAÇÃO","2016 Q3",204
"Continente","CS BALNEÁRIO","2016 Q3",146
"Norte","CS BARRA DA LAGOA","2016 Q3",158
"Norte","CS CACHOEIRA BOM JESUS","2016 Q3",106
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q3",17
"Sul","CS CAMPECHE","2016 Q3",130
"Norte","CS CANASVIEIRAS","2016 Q3",223
"Sul","CS CANTO DA LAGOA","2016 Q3",3
"Continente","CS CAPOEIRAS","2016 Q3",156
"Sul","CS CARIANOS","2016 Q3",232
"Centro","CS CENTRO","2016 Q3",133
"Continente","CS COLONINHA","2016 Q3",131
"Continente","CS COQUEIROS","2016 Q3",139
"Centro","CS CÓRREGO GRANDE","2016 Q3",179
"Sul","CS COSTA DA LAGOA","2016 Q3",18
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q3",299
"Continente","CS ESTREITO","2016 Q3",150
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q3",158
"Norte","CS INGLESES","2016 Q3",345
"Centro","CS ITACORUBI","2016 Q3",354
"Continente","CS JARDIM ATLÂNTICO","2016 Q3",88
"Centro","CS JOÃO PAULO","2016 Q3",128
"Norte","CS JURERE","2016 Q3",35
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q3",31
"Continente","CS MONTE CRISTO","2016 Q3",179
"Centro","CS MONTE SERRAT","2016 Q3",101
"Sul","CS MORRO DAS PEDRAS","2016 Q3",234
"Continente","CS NOVO CONTINENTE","2016 Q3",189
"Centro","CS PANTANAL","2016 Q3",100
"Sul","CS PANTANO DO SUL","2016 Q3",108
"Norte","CS PONTA DAS CANAS","2016 Q3",130
"Centro","CS PRAINHA","2016 Q3",112
"Norte","CS RATONES","2016 Q3",53
"Sul","CS RIBEIRÃO DA ILHA","2016 Q3",90
"Sul","CS RIO TAVARES","2016 Q3",84
"Norte","CS RIO VERMELHO","2016 Q3",369
"Centro","CS SACO DOS LIMÕES","2016 Q3",154
"Norte","CS SACO GRANDE","2016 Q3",286
"Norte","CS SANTINHO","2016 Q3",143
"Norte","CS SANTO ANTONIO LISBOA","2016 Q3",141
"Continente","CS SAPE","2016 Q3",81
"Sul","CS TAPERA","2016 Q3",196
"Centro","CS TRINDADE","2016 Q3",198
"Norte","CS VARGEM GRANDE","2016 Q3",7
"Norte","CS VARGEM PEQUENA","2016 Q3",39
"Continente","CS VILA APARECIDA","2016 Q3",43
"Continente","CS ABRAÃO","2016 Q4",39
"Centro","CS AGRONÔMICA","2016 Q4",268
"Sul","CS ALTO RIBEIRÃO","2016 Q4",66
"Sul","CS ARMAÇÃO","2016 Q4",90
"Continente","CS BALNEÁRIO","2016 Q4",111
"Norte","CS BARRA DA LAGOA","2016 Q4",78
"Norte","CS CACHOEIRA BOM JESUS","2016 Q4",105
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q4",11
"Sul","CS CAMPECHE","2016 Q4",141
"Norte","CS CANASVIEIRAS","2016 Q4",189
"Sul","CS CANTO DA LAGOA","2016 Q4",7
"Continente","CS CAPOEIRAS","2016 Q4",99
"Sul","CS CARIANOS","2016 Q4",176
"Centro","CS CENTRO","2016 Q4",70
"Continente","CS COLONINHA","2016 Q4",150
"Continente","CS COQUEIROS","2016 Q4",107
"Centro","CS CÓRREGO GRANDE","2016 Q4",112
"Sul","CS COSTA DA LAGOA","2016 Q4",2
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q4",154
"Continente","CS ESTREITO","2016 Q4",214
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q4",125
"Norte","CS INGLESES","2016 Q4",436
"Centro","CS ITACORUBI","2016 Q4",214
"Continente","CS JARDIM ATLÂNTICO","2016 Q4",34
"Centro","CS JOÃO PAULO","2016 Q4",87
"Norte","CS JURERE","2016 Q4",44
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q4",33
"Continente","CS MONTE CRISTO","2016 Q4",30
"Centro","CS MONTE SERRAT","2016 Q4",64
"Sul","CS MORRO DAS PEDRAS","2016 Q4",134
"Continente","CS NOVO CONTINENTE","2016 Q4",151
"Centro","CS PANTANAL","2016 Q4",64
"Sul","CS PANTANO DO SUL","2016 Q4",20
"Norte","CS PONTA DAS CANAS","2016 Q4",87
"Centro","CS PRAINHA","2016 Q4",55
"Norte","CS RATONES","2016 Q4",92
"Sul","CS RIBEIRÃO DA ILHA","2016 Q4",53
"Sul","CS RIO TAVARES","2016 Q4",66
"Norte","CS RIO VERMELHO","2016 Q4",303
"Centro","CS SACO DOS LIMÕES","2016 Q4",151
"Norte","CS SACO GRANDE","2016 Q4",175
"Norte","CS SANTINHO","2016 Q4",123
"Norte","CS SANTO ANTONIO LISBOA","2016 Q4",101
"Continente","CS SAPE","2016 Q4",28
"Sul","CS TAPERA","2016 Q4",141
"Centro","CS TRINDADE","2016 Q4",154
"Norte","CS VARGEM GRANDE","2016 Q4",6
"Norte","CS VARGEM PEQUENA","2016 Q4",25
"Continente","CS VILA APARECIDA","2016 Q4",49
"Continente","CS ABRAÃO","2017 Q1",11
"Centro","CS AGRONÔMICA","2017 Q1",214
"Sul","CS ALTO RIBEIRÃO","2017 Q1",58
"Sul","CS ARMAÇÃO","2017 Q1",86
"Continente","CS BALNEÁRIO","2017 Q1",76
"Norte","CS BARRA DA LAGOA","2017 Q1",98
"Norte","CS CACHOEIRA BOM JESUS","2017 Q1",79
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q1",5
"Sul","CS CAMPECHE","2017 Q1",41
"Norte","CS CANASVIEIRAS","2017 Q1",54
"Sul","CS CANTO DA LAGOA","2017 Q1",9
"Continente","CS CAPOEIRAS","2017 Q1",87
"Sul","CS CARIANOS","2017 Q1",126
"Centro","CS CENTRO","2017 Q1",146
"Continente","CS COLONINHA","2017 Q1",154
"Continente","CS COQUEIROS","2017 Q1",104
"Centro","CS CÓRREGO GRANDE","2017 Q1",87
"Sul","CS COSTA DA LAGOA","2017 Q1",6
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q1",182
"Continente","CS ESTREITO","2017 Q1",200
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q1",20
"Norte","CS INGLESES","2017 Q1",256
"Centro","CS ITACORUBI","2017 Q1",227
"Continente","CS JARDIM ATLÂNTICO","2017 Q1",46
"Centro","CS JOÃO PAULO","2017 Q1",32
"Norte","CS JURERE","2017 Q1",46
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q1",40
"Continente","CS MONTE CRISTO","2017 Q1",26
"Centro","CS MONTE SERRAT","2017 Q1",32
"Sul","CS MORRO DAS PEDRAS","2017 Q1",121
"Continente","CS NOVO CONTINENTE","2017 Q1",75
"Centro","CS PANTANAL","2017 Q1",39
"Sul","CS PANTANO DO SUL","2017 Q1",79
"Norte","CS PONTA DAS CANAS","2017 Q1",42
"Centro","CS PRAINHA","2017 Q1",55
"Norte","CS RATONES","2017 Q1",81
"Sul","CS RIBEIRÃO DA ILHA","2017 Q1",59
"Sul","CS RIO TAVARES","2017 Q1",6
"Norte","CS RIO VERMELHO","2017 Q1",241
"Centro","CS SACO DOS LIMÕES","2017 Q1",184
"Norte","CS SACO GRANDE","2017 Q1",191
"Norte","CS SANTINHO","2017 Q1",107
"Norte","CS SANTO ANTONIO LISBOA","2017 Q1",91
"Continente","CS SAPE","2017 Q1",19
"Sul","CS TAPERA","2017 Q1",22
"Centro","CS TRINDADE","2017 Q1",32
"Norte","CS VARGEM GRANDE","2017 Q1",3
"Norte","CS VARGEM PEQUENA","2017 Q1",82
"Continente","CS VILA APARECIDA","2017 Q1",76
"Continente","CS ABRAÃO","2017 Q2",78
"Centro","CS AGRONÔMICA","2017 Q2",436
"Sul","CS ALTO RIBEIRÃO","2017 Q2",106
"Sul","CS ARMAÇÃO","2017 Q2",189
"Continente","CS BALNEÁRIO","2017 Q2",155
"Norte","CS BARRA DA LAGOA","2017 Q2",122
"Norte","CS CACHOEIRA BOM JESUS","2017 Q2",133
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q2",7
"Sul","CS CAMPECHE","2017 Q2",137
"Norte","CS CANASVIEIRAS","2017 Q2",182
"Sul","CS CANTO DA LAGOA","2017 Q2",22
"Continente","CS CAPOEIRAS","2017 Q2",196
"Sul","CS CARIANOS","2017 Q2",256
"Centro","CS CENTRO","2017 Q2",101
"Continente","CS COLONINHA","2017 Q2",283
"Continente","CS COQUEIROS","2017 Q2",271
"Centro","CS CÓRREGO GRANDE","2017 Q2",181
"Sul","CS COSTA DA LAGOA","2017 Q2",1
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q2",184
"Continente","CS ESTREITO","2017 Q2",339
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q2",79
"Norte","CS INGLESES","2017 Q2",447
"Centro","CS ITACORUBI","2017 Q2",184
"Continente","CS JARDIM ATLÂNTICO","2017 Q2",165
"Centro","CS JOÃO PAULO","2017 Q2",122
"Norte","CS JURERE","2017 Q2",75
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q2",64
"Continente","CS MONTE CRISTO","2017 Q2",257
"Centro","CS MONTE SERRAT","2017 Q2",59
"Sul","CS MORRO DAS PEDRAS","2017 Q2",225
"Continente","CS NOVO CONTINENTE","2017 Q2",198
"Centro","CS PANTANAL","2017 Q2",86
"Sul","CS PANTANO DO SUL","2017 Q2",65
"Norte","CS PONTA DAS CANAS","2017 Q2",148
"Centro","CS PRAINHA","2017 Q2",104
"Norte","CS RATONES","2017 Q2",77
"Sul","CS RIBEIRÃO DA ILHA","2017 Q2",69
"Sul","CS RIO TAVARES","2017 Q2",71
"Norte","CS RIO VERMELHO","2017 Q2",317
"Centro","CS SACO DOS LIMÕES","2017 Q2",256
"Norte","CS SACO GRANDE","2017 Q2",414
"Norte","CS SANTINHO","2017 Q2",140
"Norte","CS SANTO ANTONIO LISBOA","2017 Q2",150
"Continente","CS SAPE","2017 Q2",72
"Sul","CS TAPERA","2017 Q2",181
"Centro","CS TRINDADE","2017 Q2",244
"Norte","CS VARGEM GRANDE","2017 Q2",88
"Norte","CS VARGEM PEQUENA","2017 Q2",58
"Continente","CS VILA APARECIDA","2017 Q2",45
"Continente","CS ABRAÃO","2017 Q3",108
"Centro","CS AGRONÔMICA","2017 Q3",342
"Sul","CS ALTO RIBEIRÃO","2017 Q3",84
"Sul","CS ARMAÇÃO","2017 Q3",201
"Continente","CS BALNEÁRIO","2017 Q3",155
"Norte","CS BARRA DA LAGOA","2017 Q3",93
"Norte","CS CACHOEIRA BOM JESUS","2017 Q3",136
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q3",21
"Sul","CS CAMPECHE","2017 Q3",136
"Norte","CS CANASVIEIRAS","2017 Q3",280
"Sul","CS CANTO DA LAGOA","2017 Q3",57
"Continente","CS CAPOEIRAS","2017 Q3",142
"Sul","CS CARIANOS","2017 Q3",283
"Centro","CS CENTRO","2017 Q3",154
"Continente","CS COLONINHA","2017 Q3",317
"Continente","CS COQUEIROS","2017 Q3",211
"Centro","CS CÓRREGO GRANDE","2017 Q3",126
"Sul","CS COSTA DA LAGOA","2017 Q3",1
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q3",195
"Continente","CS ESTREITO","2017 Q3",179
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q3",146
"Norte","CS INGLESES","2017 Q3",450
"Centro","CS ITACORUBI","2017 Q3",186
"Continente","CS JARDIM ATLÂNTICO","2017 Q3",165
"Centro","CS JOÃO PAULO","2017 Q3",34
"Norte","CS JURERE","2017 Q3",112
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q3",68
"Continente","CS MONTE CRISTO","2017 Q3",379
"Centro","CS MONTE SERRAT","2017 Q3",69
"Sul","CS MORRO DAS PEDRAS","2017 Q3",185
"Continente","CS NOVO CONTINENTE","2017 Q3",245
"Centro","CS PANTANAL","2017 Q3",166
"Sul","CS PANTANO DO SUL","2017 Q3",72
"Norte","CS PONTA DAS CANAS","2017 Q3",123
"Centro","CS PRAINHA","2017 Q3",168
"Norte","CS RATONES","2017 Q3",67
"Sul","CS RIBEIRÃO DA ILHA","2017 Q3",86
"Sul","CS RIO TAVARES","2017 Q3",95
"Norte","CS RIO VERMELHO","2017 Q3",343
"Centro","CS SACO DOS LIMÕES","2017 Q3",284
"Norte","CS SACO GRANDE","2017 Q3",579
"Norte","CS SANTINHO","2017 Q3",214
"Norte","CS SANTO ANTONIO LISBOA","2017 Q3",119
"Continente","CS SAPE","2017 Q3",71
"Sul","CS TAPERA","2017 Q3",168
"Centro","CS TRINDADE","2017 Q3",276
"Norte","CS VARGEM GRANDE","2017 Q3",7
"Norte","CS VARGEM PEQUENA","2017 Q3",84
"Continente","CS VILA APARECIDA","2017 Q3",42
"Continente","CS ABRAÃO","2017 Q4",109
"Centro","CS AGRONÔMICA","2017 Q4",246
"Sul","CS ALTO RIBEIRÃO","2017 Q4",51
"Sul","CS ARMAÇÃO","2017 Q4",238
"Continente","CS BALNEÁRIO","2017 Q4",130
"Norte","CS BARRA DA LAGOA","2017 Q4",102
"Norte","CS CACHOEIRA BOM JESUS","2017 Q4",75
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q4",10
"Sul","CS CAMPECHE","2017 Q4",56
"Norte","CS CANASVIEIRAS","2017 Q4",200
"Sul","CS CANTO DA LAGOA","2017 Q4",36
"Continente","CS CAPOEIRAS","2017 Q4",112
"Sul","CS CARIANOS","2017 Q4",253
"Centro","CS CENTRO","2017 Q4",87
"Continente","CS COLONINHA","2017 Q4",252
"Continente","CS COQUEIROS","2017 Q4",186
"Centro","CS CÓRREGO GRANDE","2017 Q4",109
"Sul","CS COSTA DA LAGOA","2017 Q4",0
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q4",158
"Continente","CS ESTREITO","2017 Q4",138
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q4",141
"Norte","CS INGLESES","2017 Q4",312
"Centro","CS ITACORUBI","2017 Q4",141
"Continente","CS JARDIM ATLÂNTICO","2017 Q4",105
"Centro","CS JOÃO PAULO","2017 Q4",91
"Norte","CS JURERE","2017 Q4",90
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q4",42
"Continente","CS MONTE CRISTO","2017 Q4",238
"Centro","CS MONTE SERRAT","2017 Q4",47
"Sul","CS MORRO DAS PEDRAS","2017 Q4",164
"Continente","CS NOVO CONTINENTE","2017 Q4",153
"Centro","CS PANTANAL","2017 Q4",100
"Sul","CS PANTANO DO SUL","2017 Q4",79
"Norte","CS PONTA DAS CANAS","2017 Q4",79
"Centro","CS PRAINHA","2017 Q4",149
"Norte","CS RATONES","2017 Q4",60
"Sul","CS RIBEIRÃO DA ILHA","2017 Q4",68
"Sul","CS RIO TAVARES","2017 Q4",31
"Norte","CS RIO VERMELHO","2017 Q4",280
"Centro","CS SACO DOS LIMÕES","2017 Q4",105
"Norte","CS SACO GRANDE","2017 Q4",560
"Norte","CS SANTINHO","2017 Q4",129
"Norte","CS SANTO ANTONIO LISBOA","2017 Q4",155
"Continente","CS SAPE","2017 Q4",49
"Sul","CS TAPERA","2017 Q4",81
"Centro","CS TRINDADE","2017 Q4",236
"Norte","CS VARGEM GRANDE","2017 Q4",22
"Norte","CS VARGEM PEQUENA","2017 Q4",115
"Continente","CS VILA APARECIDA","2017 Q4",34
"Continente","CS ABRAÃO","2018 Q1",133
"Centro","CS AGRONÔMICA","2018 Q1",353
"Sul","CS ALTO RIBEIRÃO","2018 Q1",116
"Sul","CS ARMAÇÃO","2018 Q1",226
"Continente","CS BALNEÁRIO","2018 Q1",67
"Norte","CS BARRA DA LAGOA","2018 Q1",128
"Norte","CS CACHOEIRA BOM JESUS","2018 Q1",94
"Sul","CS CAIEIRA BARRA DO SUL","2018 Q1",2
"Sul","CS CAMPECHE","2018 Q1",155
"Norte","CS CANASVIEIRAS","2018 Q1",189
"Sul","CS CANTO DA LAGOA","2018 Q1",35
"Continente","CS CAPOEIRAS","2018 Q1",180
"Sul","CS CARIANOS","2018 Q1",159
"Centro","CS CENTRO","2018 Q1",196
"Continente","CS COLONINHA","2018 Q1",271
"Continente","CS COQUEIROS","2018 Q1",183
"Centro","CS CÓRREGO GRANDE","2018 Q1",118
"Sul","CS COSTA DA LAGOA","2018 Q1",0
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2018 Q1",173
"Continente","CS ESTREITO","2018 Q1",116
"Sul","CS FAZENDA DO RIO TAVARES","2018 Q1",120
"Norte","CS INGLESES","2018 Q1",363
"Centro","CS ITACORUBI","2018 Q1",60
"Continente","CS JARDIM ATLÂNTICO","2018 Q1",148
"Centro","CS JOÃO PAULO","2018 Q1",74
"Norte","CS JURERE","2018 Q1",78
"Sul","CS LAGOA DA CONCEIÇÃO","2018 Q1",139
"Continente","CS MONTE CRISTO","2018 Q1",399
"Centro","CS MONTE SERRAT","2018 Q1",53
"Sul","CS MORRO DAS PEDRAS","2018 Q1",159
"Continente","CS NOVO CONTINENTE","2018 Q1",114
"Centro","CS PANTANAL","2018 Q1",189
"Sul","CS PANTANO DO SUL","2018 Q1",98
"Norte","CS PONTA DAS CANAS","2018 Q1",15
"Centro","CS PRAINHA","2018 Q1",151
"Norte","CS RATONES","2018 Q1",104
"Sul","CS RIBEIRÃO DA ILHA","2018 Q1",85
"Sul","CS RIO TAVARES","2018 Q1",67
"Norte","CS RIO VERMELHO","2018 Q1",242
"Centro","CS SACO DOS LIMÕES","2018 Q1",17
"Norte","CS SACO GRANDE","2018 Q1",453
"Norte","CS SANTINHO","2018 Q1",163
"Norte","CS SANTO ANTONIO LISBOA","2018 Q1",126
"Continente","CS SAPE","2018 Q1",45
"Sul","CS TAPERA","2018 Q1",29
"Centro","CS TRINDADE","2018 Q1",273
"Norte","CS VARGEM GRANDE","2018 Q1",2
"Norte","CS VARGEM PEQUENA","2018 Q1",130
"Continente","CS VILA APARECIDA","2018 Q1",66
