"DISTRITO","UNIDADE","AREA","TRIMESTRE","VALOR"
"Continente","CS JARDIM ATLÂNTICO",10,"2013 Q1",18
"Continente","CS NOVO CONTINENTE",100,"2013 Q1",17
"Continente","CS NOVO CONTINENTE",101,"2013 Q1",8
"Continente","CS NOVO CONTINENTE",102,"2013 Q1",12
"Continente","CS NOVO CONTINENTE",103,"2013 Q1",12
"Continente","CS JARDIM ATLÂNTICO",11,"2013 Q1",14
"Centro","CS MONTE SERRAT",120,"2013 Q1",24
"Centro","CS MONTE SERRAT",121,"2013 Q1",13
"Centro","CS MONTE SERRAT",122,"2013 Q1",25
"Centro","CS PRAINHA",130,"2013 Q1",29
"Centro","CS PRAINHA",131,"2013 Q1",31
"Centro","CS PRAINHA",132,"2013 Q1",46
"Centro","CS PANTANAL",160,"2013 Q1",29
"Centro","CS PANTANAL",161,"2013 Q1",23
"Centro","CS CÓRREGO GRANDE",170,"2013 Q1",56
"Centro","CS CÓRREGO GRANDE",171,"2013 Q1",22
"Centro","CS CÓRREGO GRANDE",172,"2013 Q1",9
"Centro","CS ITACORUBI",190,"2013 Q1",50
"Centro","CS ITACORUBI",191,"2013 Q1",44
"Centro","CS ITACORUBI",192,"2013 Q1",57
"Centro","CS ITACORUBI",193,"2013 Q1",24
"Continente","CS BALNEÁRIO",20,"2013 Q1",18
"Sul","CS CAIEIRA BARRA DO SUL",200,"2013 Q1",6
"Continente","CS BALNEÁRIO",21,"2013 Q1",18
"Sul","CS ALTO RIBEIRÃO",210,"2013 Q1",5
"Sul","CS RIBEIRÃO DA ILHA",220,"2013 Q1",36
"Sul","CS PANTANO DO SUL",230,"2013 Q1",23
"Sul","CS ARMAÇÃO",240,"2013 Q1",30
"Sul","CS ARMAÇÃO",241,"2013 Q1",34
"Sul","CS ARMAÇÃO",242,"2013 Q1",4
"Sul","CS MORRO DAS PEDRAS",250,"2013 Q1",40
"Sul","CS MORRO DAS PEDRAS",251,"2013 Q1",47
"Sul","CS TAPERA",260,"2013 Q1",25
"Sul","CS TAPERA",261,"2013 Q1",15
"Sul","CS TAPERA",262,"2013 Q1",11
"Sul","CS TAPERA",263,"2013 Q1",17
"Sul","CS CARIANOS",270,"2013 Q1",77
"Sul","CS CARIANOS",271,"2013 Q1",90
"Sul","CS CARIANOS",272,"2013 Q1",10
"Sul","CS CAMPECHE",280,"2013 Q1",12
"Sul","CS CAMPECHE",281,"2013 Q1",2
"Sul","CS RIO TAVARES",290,"2013 Q1",20
"Sul","CS RIO TAVARES",291,"2013 Q1",20
"Sul","CS RIO TAVARES",292,"2013 Q1",7
"Sul","CS RIO TAVARES",293,"2013 Q1",2
"Continente","CS SAPE",30,"2013 Q1",4
"Sul","CS COSTEIRA DO PIRAJUBAÉ",300,"2013 Q1",16
"Sul","CS COSTEIRA DO PIRAJUBAÉ",301,"2013 Q1",20
"Sul","CS COSTEIRA DO PIRAJUBAÉ",302,"2013 Q1",18
"Continente","CS SAPE",31,"2013 Q1",5
"Centro","CS SACO DOS LIMÕES",310,"2013 Q1",11
"Centro","CS SACO DOS LIMÕES",311,"2013 Q1",14
"Centro","CS SACO DOS LIMÕES",312,"2013 Q1",26
"Centro","CS SACO DOS LIMÕES",313,"2013 Q1",3
"Centro","CS SACO DOS LIMÕES",314,"2013 Q1",0
"Centro","CS JOÃO PAULO",320,"2013 Q1",39
"Centro","CS JOÃO PAULO",321,"2013 Q1",16
"Norte","CS SACO GRANDE",330,"2013 Q1",54
"Norte","CS SACO GRANDE",331,"2013 Q1",32
"Norte","CS SACO GRANDE",332,"2013 Q1",72
"Norte","CS SACO GRANDE",333,"2013 Q1",25
"Norte","CS SACO GRANDE",334,"2013 Q1",39
"Norte","CS SACO GRANDE",335,"2013 Q1",57
"Norte","CS VARGEM PEQUENA",340,"2013 Q1",51
"Norte","CS RATONES",350,"2013 Q1",35
"Norte","CS RATONES",351,"2013 Q1",13
"Norte","CS SANTO ANTONIO LISBOA",360,"2013 Q1",51
"Norte","CS SANTO ANTONIO LISBOA",361,"2013 Q1",50
"Norte","CS PONTA DAS CANAS",370,"2013 Q1",51
"Norte","CS PONTA DAS CANAS",371,"2013 Q1",12
"Norte","CS CANASVIEIRAS",380,"2013 Q1",5
"Norte","CS CANASVIEIRAS",381,"2013 Q1",12
"Norte","CS CANASVIEIRAS",382,"2013 Q1",3
"Norte","CS CANASVIEIRAS",383,"2013 Q1",10
"Norte","CS CANASVIEIRAS",384,"2013 Q1",15
"Norte","CS JURERE",390,"2013 Q1",48
"Continente","CS MONTE CRISTO",40,"2013 Q1",34
"Norte","CS CACHOEIRA BOM JESUS",400,"2013 Q1",5
"Norte","CS CACHOEIRA BOM JESUS",401,"2013 Q1",6
"Continente","CS MONTE CRISTO",41,"2013 Q1",14
"Norte","CS VARGEM GRANDE",410,"2013 Q1",6
"Continente","CS MONTE CRISTO",42,"2013 Q1",19
"Norte","CS RIO VERMELHO",420,"2013 Q1",59
"Norte","CS RIO VERMELHO",421,"2013 Q1",44
"Norte","CS RIO VERMELHO",422,"2013 Q1",16
"Norte","CS RIO VERMELHO",423,"2013 Q1",25
"Norte","CS RIO VERMELHO",424,"2013 Q1",22
"Continente","CS MONTE CRISTO",43,"2013 Q1",18
"Norte","CS INGLESES",431,"2013 Q1",33
"Norte","CS INGLESES",432,"2013 Q1",45
"Norte","CS INGLESES",433,"2013 Q1",33
"Norte","CS INGLESES",434,"2013 Q1",27
"Norte","CS INGLESES",435,"2013 Q1",45
"Norte","CS INGLESES",436,"2013 Q1",48
"Norte","CS INGLESES",437,"2013 Q1",7
"Norte","CS INGLESES",438,"2013 Q1",10
"Continente","CS MONTE CRISTO",44,"2013 Q1",24
"Norte","CS BARRA DA LAGOA",440,"2013 Q1",32
"Norte","CS BARRA DA LAGOA",441,"2013 Q1",43
"Norte","CS BARRA DA LAGOA",442,"2013 Q1",17
"Continente","CS MONTE CRISTO",45,"2013 Q1",22
"Sul","CS CANTO DA LAGOA",450,"2013 Q1",11
"Continente","CS MONTE CRISTO",46,"2013 Q1",3
"Sul","CS COSTA DA LAGOA",460,"2013 Q1",12
"Sul","CS LAGOA DA CONCEIÇÃO",470,"2013 Q1",44
"Sul","CS LAGOA DA CONCEIÇÃO",471,"2013 Q1",24
"Sul","CS LAGOA DA CONCEIÇÃO",472,"2013 Q1",20
"Continente","CS ABRAÃO",570,"2013 Q1",32
"Continente","CS ABRAÃO",571,"2013 Q1",22
"Continente","CS ABRAÃO",572,"2013 Q1",26
"Continente","CS CAPOEIRAS",60,"2013 Q1",39
"Continente","CS COQUEIROS",600,"2013 Q1",31
"Continente","CS COQUEIROS",601,"2013 Q1",88
"Continente","CS COQUEIROS",602,"2013 Q1",52
"Continente","CS CAPOEIRAS",61,"2013 Q1",30
"Continente","CS CAPOEIRAS",62,"2013 Q1",32
"Centro","CS AGRONÔMICA",690,"2013 Q1",64
"Centro","CS AGRONÔMICA",691,"2013 Q1",39
"Centro","CS AGRONÔMICA",692,"2013 Q1",23
"Centro","CS AGRONÔMICA",693,"2013 Q1",28
"Continente","CS COLONINHA",70,"2013 Q1",48
"Continente","CS COLONINHA",71,"2013 Q1",49
"Continente","CS COLONINHA",72,"2013 Q1",26
"Sul","CS FAZENDA DO RIO TAVARES",780,"2013 Q1",6
"Sul","CS FAZENDA DO RIO TAVARES",781,"2013 Q1",8
"Continente","CS ESTREITO",80,"2013 Q1",15
"Continente","CS ESTREITO",81,"2013 Q1",12
"Continente","CS ESTREITO",82,"2013 Q1",15
"Continente","CS ESTREITO",83,"2013 Q1",7
"Centro","CS TRINDADE",850,"2013 Q1",32
"Centro","CS TRINDADE",851,"2013 Q1",43
"Centro","CS TRINDADE",852,"2013 Q1",47
"Centro","CS TRINDADE",853,"2013 Q1",39
"Centro","CS TRINDADE",854,"2013 Q1",36
"Continente","CS VILA APARECIDA",90,"2013 Q1",8
"Continente","CS VILA APARECIDA",91,"2013 Q1",4
"Centro","CS CENTRO",950,"2013 Q1",34
"Centro","CS CENTRO",951,"2013 Q1",19
"Centro","CS CENTRO",952,"2013 Q1",21
"Norte","CS SANTINHO",980,"2013 Q1",18
"Norte","CS SANTINHO",981,"2013 Q1",9
"Continente","CS JARDIM ATLÂNTICO",10,"2013 Q2",15
"Continente","CS NOVO CONTINENTE",100,"2013 Q2",8
"Continente","CS NOVO CONTINENTE",101,"2013 Q2",10
"Continente","CS NOVO CONTINENTE",102,"2013 Q2",10
"Continente","CS NOVO CONTINENTE",103,"2013 Q2",6
"Continente","CS JARDIM ATLÂNTICO",11,"2013 Q2",17
"Centro","CS MONTE SERRAT",120,"2013 Q2",23
"Centro","CS MONTE SERRAT",121,"2013 Q2",15
"Centro","CS MONTE SERRAT",122,"2013 Q2",21
"Centro","CS PRAINHA",130,"2013 Q2",22
"Centro","CS PRAINHA",131,"2013 Q2",16
"Centro","CS PRAINHA",132,"2013 Q2",28
"Centro","CS PANTANAL",160,"2013 Q2",34
"Centro","CS PANTANAL",161,"2013 Q2",35
"Centro","CS CÓRREGO GRANDE",170,"2013 Q2",45
"Centro","CS CÓRREGO GRANDE",171,"2013 Q2",28
"Centro","CS CÓRREGO GRANDE",172,"2013 Q2",22
"Centro","CS ITACORUBI",190,"2013 Q2",58
"Centro","CS ITACORUBI",191,"2013 Q2",75
"Centro","CS ITACORUBI",192,"2013 Q2",58
"Centro","CS ITACORUBI",193,"2013 Q2",55
"Continente","CS BALNEÁRIO",20,"2013 Q2",31
"Sul","CS CAIEIRA BARRA DO SUL",200,"2013 Q2",4
"Continente","CS BALNEÁRIO",21,"2013 Q2",47
"Sul","CS ALTO RIBEIRÃO",210,"2013 Q2",8
"Sul","CS RIBEIRÃO DA ILHA",220,"2013 Q2",35
"Sul","CS PANTANO DO SUL",230,"2013 Q2",43
"Sul","CS ARMAÇÃO",240,"2013 Q2",46
"Sul","CS ARMAÇÃO",241,"2013 Q2",37
"Sul","CS ARMAÇÃO",242,"2013 Q2",6
"Sul","CS MORRO DAS PEDRAS",250,"2013 Q2",31
"Sul","CS MORRO DAS PEDRAS",251,"2013 Q2",65
"Sul","CS TAPERA",260,"2013 Q2",27
"Sul","CS TAPERA",261,"2013 Q2",19
"Sul","CS TAPERA",262,"2013 Q2",24
"Sul","CS TAPERA",263,"2013 Q2",20
"Sul","CS CARIANOS",270,"2013 Q2",64
"Sul","CS CARIANOS",271,"2013 Q2",74
"Sul","CS CARIANOS",272,"2013 Q2",7
"Sul","CS CAMPECHE",280,"2013 Q2",39
"Sul","CS CAMPECHE",281,"2013 Q2",24
"Sul","CS RIO TAVARES",290,"2013 Q2",16
"Sul","CS RIO TAVARES",291,"2013 Q2",25
"Sul","CS RIO TAVARES",292,"2013 Q2",17
"Sul","CS RIO TAVARES",293,"2013 Q2",3
"Continente","CS SAPE",30,"2013 Q2",10
"Sul","CS COSTEIRA DO PIRAJUBAÉ",300,"2013 Q2",22
"Sul","CS COSTEIRA DO PIRAJUBAÉ",301,"2013 Q2",26
"Sul","CS COSTEIRA DO PIRAJUBAÉ",302,"2013 Q2",22
"Continente","CS SAPE",31,"2013 Q2",4
"Centro","CS SACO DOS LIMÕES",310,"2013 Q2",4
"Centro","CS SACO DOS LIMÕES",311,"2013 Q2",8
"Centro","CS SACO DOS LIMÕES",312,"2013 Q2",15
"Centro","CS SACO DOS LIMÕES",313,"2013 Q2",0
"Centro","CS SACO DOS LIMÕES",314,"2013 Q2",1
"Centro","CS JOÃO PAULO",320,"2013 Q2",20
"Centro","CS JOÃO PAULO",321,"2013 Q2",22
"Norte","CS SACO GRANDE",330,"2013 Q2",41
"Norte","CS SACO GRANDE",331,"2013 Q2",53
"Norte","CS SACO GRANDE",332,"2013 Q2",31
"Norte","CS SACO GRANDE",333,"2013 Q2",46
"Norte","CS SACO GRANDE",334,"2013 Q2",29
"Norte","CS SACO GRANDE",335,"2013 Q2",56
"Norte","CS VARGEM PEQUENA",340,"2013 Q2",58
"Norte","CS RATONES",350,"2013 Q2",42
"Norte","CS RATONES",351,"2013 Q2",32
"Norte","CS SANTO ANTONIO LISBOA",360,"2013 Q2",39
"Norte","CS SANTO ANTONIO LISBOA",361,"2013 Q2",35
"Norte","CS PONTA DAS CANAS",370,"2013 Q2",32
"Norte","CS PONTA DAS CANAS",371,"2013 Q2",21
"Norte","CS CANASVIEIRAS",380,"2013 Q2",18
"Norte","CS CANASVIEIRAS",381,"2013 Q2",15
"Norte","CS CANASVIEIRAS",382,"2013 Q2",12
"Norte","CS CANASVIEIRAS",383,"2013 Q2",17
"Norte","CS CANASVIEIRAS",384,"2013 Q2",18
"Norte","CS JURERE",390,"2013 Q2",31
"Continente","CS MONTE CRISTO",40,"2013 Q2",24
"Norte","CS CACHOEIRA BOM JESUS",400,"2013 Q2",8
"Norte","CS CACHOEIRA BOM JESUS",401,"2013 Q2",9
"Continente","CS MONTE CRISTO",41,"2013 Q2",15
"Norte","CS VARGEM GRANDE",410,"2013 Q2",11
"Continente","CS MONTE CRISTO",42,"2013 Q2",10
"Norte","CS RIO VERMELHO",420,"2013 Q2",65
"Norte","CS RIO VERMELHO",421,"2013 Q2",58
"Norte","CS RIO VERMELHO",422,"2013 Q2",15
"Norte","CS RIO VERMELHO",423,"2013 Q2",24
"Norte","CS RIO VERMELHO",424,"2013 Q2",22
"Continente","CS MONTE CRISTO",43,"2013 Q2",16
"Norte","CS INGLESES",431,"2013 Q2",53
"Norte","CS INGLESES",432,"2013 Q2",65
"Norte","CS INGLESES",433,"2013 Q2",60
"Norte","CS INGLESES",434,"2013 Q2",30
"Norte","CS INGLESES",435,"2013 Q2",60
"Norte","CS INGLESES",436,"2013 Q2",59
"Norte","CS INGLESES",437,"2013 Q2",13
"Norte","CS INGLESES",438,"2013 Q2",10
"Continente","CS MONTE CRISTO",44,"2013 Q2",13
"Norte","CS BARRA DA LAGOA",440,"2013 Q2",54
"Norte","CS BARRA DA LAGOA",441,"2013 Q2",51
"Norte","CS BARRA DA LAGOA",442,"2013 Q2",17
"Continente","CS MONTE CRISTO",45,"2013 Q2",22
"Sul","CS CANTO DA LAGOA",450,"2013 Q2",37
"Continente","CS MONTE CRISTO",46,"2013 Q2",10
"Sul","CS COSTA DA LAGOA",460,"2013 Q2",26
"Sul","CS LAGOA DA CONCEIÇÃO",470,"2013 Q2",49
"Sul","CS LAGOA DA CONCEIÇÃO",471,"2013 Q2",49
"Sul","CS LAGOA DA CONCEIÇÃO",472,"2013 Q2",31
"Continente","CS ABRAÃO",570,"2013 Q2",26
"Continente","CS ABRAÃO",571,"2013 Q2",18
"Continente","CS ABRAÃO",572,"2013 Q2",10
"Continente","CS CAPOEIRAS",60,"2013 Q2",35
"Continente","CS COQUEIROS",600,"2013 Q2",40
"Continente","CS COQUEIROS",601,"2013 Q2",28
"Continente","CS COQUEIROS",602,"2013 Q2",39
"Continente","CS CAPOEIRAS",61,"2013 Q2",22
"Continente","CS CAPOEIRAS",62,"2013 Q2",17
"Centro","CS AGRONÔMICA",690,"2013 Q2",59
"Centro","CS AGRONÔMICA",691,"2013 Q2",45
"Centro","CS AGRONÔMICA",692,"2013 Q2",31
"Centro","CS AGRONÔMICA",693,"2013 Q2",36
"Continente","CS COLONINHA",70,"2013 Q2",70
"Continente","CS COLONINHA",71,"2013 Q2",62
"Continente","CS COLONINHA",72,"2013 Q2",37
"Sul","CS FAZENDA DO RIO TAVARES",780,"2013 Q2",4
"Sul","CS FAZENDA DO RIO TAVARES",781,"2013 Q2",6
"Continente","CS ESTREITO",80,"2013 Q2",21
"Continente","CS ESTREITO",81,"2013 Q2",28
"Continente","CS ESTREITO",82,"2013 Q2",31
"Continente","CS ESTREITO",83,"2013 Q2",11
"Centro","CS TRINDADE",850,"2013 Q2",48
"Centro","CS TRINDADE",851,"2013 Q2",42
"Centro","CS TRINDADE",852,"2013 Q2",37
"Centro","CS TRINDADE",853,"2013 Q2",34
"Centro","CS TRINDADE",854,"2013 Q2",25
"Continente","CS VILA APARECIDA",90,"2013 Q2",0
"Continente","CS VILA APARECIDA",91,"2013 Q2",1
"Centro","CS CENTRO",950,"2013 Q2",38
"Centro","CS CENTRO",951,"2013 Q2",8
"Centro","CS CENTRO",952,"2013 Q2",18
"Norte","CS SANTINHO",980,"2013 Q2",35
"Norte","CS SANTINHO",981,"2013 Q2",23
"Continente","CS JARDIM ATLÂNTICO",10,"2013 Q3",28
"Continente","CS NOVO CONTINENTE",100,"2013 Q3",19
"Continente","CS NOVO CONTINENTE",101,"2013 Q3",19
"Continente","CS NOVO CONTINENTE",102,"2013 Q3",40
"Continente","CS NOVO CONTINENTE",103,"2013 Q3",13
"Continente","CS JARDIM ATLÂNTICO",11,"2013 Q3",19
"Centro","CS MONTE SERRAT",120,"2013 Q3",17
"Centro","CS MONTE SERRAT",121,"2013 Q3",16
"Centro","CS MONTE SERRAT",122,"2013 Q3",16
"Centro","CS PRAINHA",130,"2013 Q3",27
"Centro","CS PRAINHA",131,"2013 Q3",34
"Centro","CS PRAINHA",132,"2013 Q3",34
"Centro","CS PANTANAL",160,"2013 Q3",48
"Centro","CS PANTANAL",161,"2013 Q3",34
"Centro","CS CÓRREGO GRANDE",170,"2013 Q3",30
"Centro","CS CÓRREGO GRANDE",171,"2013 Q3",29
"Centro","CS CÓRREGO GRANDE",172,"2013 Q3",12
"Centro","CS ITACORUBI",190,"2013 Q3",34
"Centro","CS ITACORUBI",191,"2013 Q3",54
"Centro","CS ITACORUBI",192,"2013 Q3",72
"Centro","CS ITACORUBI",193,"2013 Q3",48
"Continente","CS BALNEÁRIO",20,"2013 Q3",34
"Sul","CS CAIEIRA BARRA DO SUL",200,"2013 Q3",8
"Continente","CS BALNEÁRIO",21,"2013 Q3",63
"Sul","CS ALTO RIBEIRÃO",210,"2013 Q3",10
"Sul","CS RIBEIRÃO DA ILHA",220,"2013 Q3",26
"Sul","CS PANTANO DO SUL",230,"2013 Q3",47
"Sul","CS ARMAÇÃO",240,"2013 Q3",43
"Sul","CS ARMAÇÃO",241,"2013 Q3",36
"Sul","CS ARMAÇÃO",242,"2013 Q3",6
"Sul","CS MORRO DAS PEDRAS",250,"2013 Q3",35
"Sul","CS MORRO DAS PEDRAS",251,"2013 Q3",52
"Sul","CS TAPERA",260,"2013 Q3",20
"Sul","CS TAPERA",261,"2013 Q3",23
"Sul","CS TAPERA",262,"2013 Q3",27
"Sul","CS TAPERA",263,"2013 Q3",32
"Sul","CS CARIANOS",270,"2013 Q3",74
"Sul","CS CARIANOS",271,"2013 Q3",78
"Sul","CS CARIANOS",272,"2013 Q3",8
"Sul","CS CAMPECHE",280,"2013 Q3",56
"Sul","CS CAMPECHE",281,"2013 Q3",24
"Sul","CS RIO TAVARES",290,"2013 Q3",21
"Sul","CS RIO TAVARES",291,"2013 Q3",16
"Sul","CS RIO TAVARES",292,"2013 Q3",1
"Sul","CS RIO TAVARES",293,"2013 Q3",4
"Continente","CS SAPE",30,"2013 Q3",10
"Sul","CS COSTEIRA DO PIRAJUBAÉ",300,"2013 Q3",32
"Sul","CS COSTEIRA DO PIRAJUBAÉ",301,"2013 Q3",17
"Sul","CS COSTEIRA DO PIRAJUBAÉ",302,"2013 Q3",24
"Continente","CS SAPE",31,"2013 Q3",3
"Centro","CS SACO DOS LIMÕES",310,"2013 Q3",5
"Centro","CS SACO DOS LIMÕES",311,"2013 Q3",3
"Centro","CS SACO DOS LIMÕES",312,"2013 Q3",10
"Centro","CS SACO DOS LIMÕES",313,"2013 Q3",2
"Centro","CS SACO DOS LIMÕES",314,"2013 Q3",0
"Centro","CS JOÃO PAULO",320,"2013 Q3",35
"Centro","CS JOÃO PAULO",321,"2013 Q3",24
"Norte","CS SACO GRANDE",330,"2013 Q3",54
"Norte","CS SACO GRANDE",331,"2013 Q3",47
"Norte","CS SACO GRANDE",332,"2013 Q3",66
"Norte","CS SACO GRANDE",333,"2013 Q3",40
"Norte","CS SACO GRANDE",334,"2013 Q3",40
"Norte","CS SACO GRANDE",335,"2013 Q3",60
"Norte","CS VARGEM PEQUENA",340,"2013 Q3",11
"Norte","CS RATONES",350,"2013 Q3",29
"Norte","CS RATONES",351,"2013 Q3",19
"Norte","CS SANTO ANTONIO LISBOA",360,"2013 Q3",48
"Norte","CS SANTO ANTONIO LISBOA",361,"2013 Q3",60
"Norte","CS PONTA DAS CANAS",370,"2013 Q3",39
"Norte","CS PONTA DAS CANAS",371,"2013 Q3",14
"Norte","CS CANASVIEIRAS",380,"2013 Q3",15
"Norte","CS CANASVIEIRAS",381,"2013 Q3",22
"Norte","CS CANASVIEIRAS",382,"2013 Q3",23
"Norte","CS CANASVIEIRAS",383,"2013 Q3",21
"Norte","CS CANASVIEIRAS",384,"2013 Q3",36
"Norte","CS JURERE",390,"2013 Q3",53
"Continente","CS MONTE CRISTO",40,"2013 Q3",43
"Norte","CS CACHOEIRA BOM JESUS",400,"2013 Q3",29
"Norte","CS CACHOEIRA BOM JESUS",401,"2013 Q3",21
"Continente","CS MONTE CRISTO",41,"2013 Q3",34
"Norte","CS VARGEM GRANDE",410,"2013 Q3",10
"Continente","CS MONTE CRISTO",42,"2013 Q3",30
"Norte","CS RIO VERMELHO",420,"2013 Q3",49
"Norte","CS RIO VERMELHO",421,"2013 Q3",44
"Norte","CS RIO VERMELHO",422,"2013 Q3",7
"Norte","CS RIO VERMELHO",423,"2013 Q3",24
"Norte","CS RIO VERMELHO",424,"2013 Q3",12
"Continente","CS MONTE CRISTO",43,"2013 Q3",36
"Norte","CS INGLESES",431,"2013 Q3",22
"Norte","CS INGLESES",432,"2013 Q3",40
"Norte","CS INGLESES",433,"2013 Q3",22
"Norte","CS INGLESES",434,"2013 Q3",12
"Norte","CS INGLESES",435,"2013 Q3",25
"Norte","CS INGLESES",436,"2013 Q3",29
"Norte","CS INGLESES",437,"2013 Q3",8
"Norte","CS INGLESES",438,"2013 Q3",4
"Continente","CS MONTE CRISTO",44,"2013 Q3",39
"Norte","CS BARRA DA LAGOA",440,"2013 Q3",40
"Norte","CS BARRA DA LAGOA",441,"2013 Q3",42
"Norte","CS BARRA DA LAGOA",442,"2013 Q3",20
"Continente","CS MONTE CRISTO",45,"2013 Q3",40
"Sul","CS CANTO DA LAGOA",450,"2013 Q3",35
"Continente","CS MONTE CRISTO",46,"2013 Q3",10
"Sul","CS COSTA DA LAGOA",460,"2013 Q3",21
"Sul","CS LAGOA DA CONCEIÇÃO",470,"2013 Q3",36
"Sul","CS LAGOA DA CONCEIÇÃO",471,"2013 Q3",25
"Sul","CS LAGOA DA CONCEIÇÃO",472,"2013 Q3",19
"Continente","CS ABRAÃO",570,"2013 Q3",39
"Continente","CS ABRAÃO",571,"2013 Q3",13
"Continente","CS ABRAÃO",572,"2013 Q3",15
"Continente","CS CAPOEIRAS",60,"2013 Q3",40
"Continente","CS COQUEIROS",600,"2013 Q3",41
"Continente","CS COQUEIROS",601,"2013 Q3",39
"Continente","CS COQUEIROS",602,"2013 Q3",56
"Continente","CS CAPOEIRAS",61,"2013 Q3",31
"Continente","CS CAPOEIRAS",62,"2013 Q3",28
"Centro","CS AGRONÔMICA",690,"2013 Q3",64
"Centro","CS AGRONÔMICA",691,"2013 Q3",38
"Centro","CS AGRONÔMICA",692,"2013 Q3",46
"Centro","CS AGRONÔMICA",693,"2013 Q3",33
"Continente","CS COLONINHA",70,"2013 Q3",63
"Continente","CS COLONINHA",71,"2013 Q3",64
"Continente","CS COLONINHA",72,"2013 Q3",51
"Sul","CS FAZENDA DO RIO TAVARES",780,"2013 Q3",9
"Sul","CS FAZENDA DO RIO TAVARES",781,"2013 Q3",10
"Continente","CS ESTREITO",80,"2013 Q3",47
"Continente","CS ESTREITO",81,"2013 Q3",24
"Continente","CS ESTREITO",82,"2013 Q3",26
"Continente","CS ESTREITO",83,"2013 Q3",23
"Centro","CS TRINDADE",850,"2013 Q3",52
"Centro","CS TRINDADE",851,"2013 Q3",60
"Centro","CS TRINDADE",852,"2013 Q3",42
"Centro","CS TRINDADE",853,"2013 Q3",49
"Centro","CS TRINDADE",854,"2013 Q3",44
"Continente","CS VILA APARECIDA",90,"2013 Q3",0
"Continente","CS VILA APARECIDA",91,"2013 Q3",1
"Centro","CS CENTRO",950,"2013 Q3",36
"Centro","CS CENTRO",951,"2013 Q3",43
"Centro","CS CENTRO",952,"2013 Q3",26
