"DISTRITO","UNIDADE","AREA","TRIMESTRE","VALOR"
"Norte","CS SANTINHO",980,"2013 Q3",26
"Norte","CS SANTINHO",981,"2013 Q3",33
"Continente","CS JARDIM ATLÂNTICO",10,"2013 Q4",22
"Continente","CS NOVO CONTINENTE",100,"2013 Q4",17
"Continente","CS NOVO CONTINENTE",101,"2013 Q4",15
"Continente","CS NOVO CONTINENTE",102,"2013 Q4",16
"Continente","CS NOVO CONTINENTE",103,"2013 Q4",10
"Continente","CS JARDIM ATLÂNTICO",11,"2013 Q4",18
"Centro","CS MONTE SERRAT",120,"2013 Q4",9
"Centro","CS MONTE SERRAT",121,"2013 Q4",14
"Centro","CS MONTE SERRAT",122,"2013 Q4",16
"Centro","CS PRAINHA",130,"2013 Q4",18
"Centro","CS PRAINHA",131,"2013 Q4",24
"Centro","CS PRAINHA",132,"2013 Q4",37
"Centro","CS PANTANAL",160,"2013 Q4",39
"Centro","CS PANTANAL",161,"2013 Q4",33
"Centro","CS CÓRREGO GRANDE",170,"2013 Q4",44
"Centro","CS CÓRREGO GRANDE",171,"2013 Q4",23
"Centro","CS CÓRREGO GRANDE",172,"2013 Q4",10
"Centro","CS ITACORUBI",190,"2013 Q4",34
"Centro","CS ITACORUBI",191,"2013 Q4",50
"Centro","CS ITACORUBI",192,"2013 Q4",56
"Centro","CS ITACORUBI",193,"2013 Q4",38
"Continente","CS BALNEÁRIO",20,"2013 Q4",34
"Sul","CS CAIEIRA BARRA DO SUL",200,"2013 Q4",7
"Continente","CS BALNEÁRIO",21,"2013 Q4",13
"Sul","CS ALTO RIBEIRÃO",210,"2013 Q4",5
"Sul","CS RIBEIRÃO DA ILHA",220,"2013 Q4",32
"Sul","CS PANTANO DO SUL",230,"2013 Q4",25
"Sul","CS ARMAÇÃO",240,"2013 Q4",13
"Sul","CS ARMAÇÃO",241,"2013 Q4",9
"Sul","CS ARMAÇÃO",242,"2013 Q4",0
"Sul","CS MORRO DAS PEDRAS",250,"2013 Q4",31
"Sul","CS MORRO DAS PEDRAS",251,"2013 Q4",26
"Sul","CS TAPERA",260,"2013 Q4",22
"Sul","CS TAPERA",261,"2013 Q4",19
"Sul","CS TAPERA",262,"2013 Q4",21
"Sul","CS TAPERA",263,"2013 Q4",21
"Sul","CS CARIANOS",270,"2013 Q4",32
"Sul","CS CARIANOS",271,"2013 Q4",63
"Sul","CS CARIANOS",272,"2013 Q4",8
"Sul","CS CAMPECHE",280,"2013 Q4",57
"Sul","CS CAMPECHE",281,"2013 Q4",26
"Sul","CS RIO TAVARES",290,"2013 Q4",13
"Sul","CS RIO TAVARES",291,"2013 Q4",12
"Sul","CS RIO TAVARES",292,"2013 Q4",5
"Sul","CS RIO TAVARES",293,"2013 Q4",3
"Continente","CS SAPE",30,"2013 Q4",5
"Sul","CS COSTEIRA DO PIRAJUBAÉ",300,"2013 Q4",23
"Sul","CS COSTEIRA DO PIRAJUBAÉ",301,"2013 Q4",22
"Sul","CS COSTEIRA DO PIRAJUBAÉ",302,"2013 Q4",21
"Continente","CS SAPE",31,"2013 Q4",3
"Centro","CS SACO DOS LIMÕES",310,"2013 Q4",5
"Centro","CS SACO DOS LIMÕES",311,"2013 Q4",3
"Centro","CS SACO DOS LIMÕES",312,"2013 Q4",2
"Centro","CS SACO DOS LIMÕES",313,"2013 Q4",3
"Centro","CS SACO DOS LIMÕES",314,"2013 Q4",1
"Centro","CS JOÃO PAULO",320,"2013 Q4",21
"Centro","CS JOÃO PAULO",321,"2013 Q4",19
"Norte","CS SACO GRANDE",330,"2013 Q4",37
"Norte","CS SACO GRANDE",331,"2013 Q4",36
"Norte","CS SACO GRANDE",332,"2013 Q4",45
"Norte","CS SACO GRANDE",333,"2013 Q4",38
"Norte","CS SACO GRANDE",334,"2013 Q4",29
"Norte","CS SACO GRANDE",335,"2013 Q4",28
"Norte","CS VARGEM PEQUENA",340,"2013 Q4",37
"Norte","CS RATONES",350,"2013 Q4",37
"Norte","CS RATONES",351,"2013 Q4",17
"Norte","CS SANTO ANTONIO LISBOA",360,"2013 Q4",29
"Norte","CS SANTO ANTONIO LISBOA",361,"2013 Q4",29
"Norte","CS PONTA DAS CANAS",370,"2013 Q4",41
"Norte","CS PONTA DAS CANAS",371,"2013 Q4",28
"Norte","CS CANASVIEIRAS",380,"2013 Q4",17
"Norte","CS CANASVIEIRAS",381,"2013 Q4",18
"Norte","CS CANASVIEIRAS",382,"2013 Q4",28
"Norte","CS CANASVIEIRAS",383,"2013 Q4",16
"Norte","CS CANASVIEIRAS",384,"2013 Q4",35
"Norte","CS JURERE",390,"2013 Q4",93
"Continente","CS MONTE CRISTO",40,"2013 Q4",41
"Norte","CS CACHOEIRA BOM JESUS",400,"2013 Q4",48
"Norte","CS CACHOEIRA BOM JESUS",401,"2013 Q4",47
"Continente","CS MONTE CRISTO",41,"2013 Q4",30
"Norte","CS VARGEM GRANDE",410,"2013 Q4",10
"Continente","CS MONTE CRISTO",42,"2013 Q4",19
"Norte","CS RIO VERMELHO",420,"2013 Q4",52
"Norte","CS RIO VERMELHO",421,"2013 Q4",52
"Norte","CS RIO VERMELHO",422,"2013 Q4",6
"Norte","CS RIO VERMELHO",423,"2013 Q4",16
"Norte","CS RIO VERMELHO",424,"2013 Q4",15
"Continente","CS MONTE CRISTO",43,"2013 Q4",26
"Norte","CS INGLESES",431,"2013 Q4",24
"Norte","CS INGLESES",432,"2013 Q4",16
"Norte","CS INGLESES",433,"2013 Q4",23
"Norte","CS INGLESES",434,"2013 Q4",11
"Norte","CS INGLESES",435,"2013 Q4",13
"Norte","CS INGLESES",436,"2013 Q4",21
"Norte","CS INGLESES",437,"2013 Q4",3
"Norte","CS INGLESES",438,"2013 Q4",0
"Continente","CS MONTE CRISTO",44,"2013 Q4",34
"Norte","CS BARRA DA LAGOA",440,"2013 Q4",30
"Norte","CS BARRA DA LAGOA",441,"2013 Q4",27
"Norte","CS BARRA DA LAGOA",442,"2013 Q4",6
"Continente","CS MONTE CRISTO",45,"2013 Q4",27
"Sul","CS CANTO DA LAGOA",450,"2013 Q4",26
"Continente","CS MONTE CRISTO",46,"2013 Q4",9
"Sul","CS COSTA DA LAGOA",460,"2013 Q4",22
"Sul","CS LAGOA DA CONCEIÇÃO",470,"2013 Q4",20
"Sul","CS LAGOA DA CONCEIÇÃO",471,"2013 Q4",17
"Sul","CS LAGOA DA CONCEIÇÃO",472,"2013 Q4",14
"Continente","CS ABRAÃO",570,"2013 Q4",23
"Continente","CS ABRAÃO",571,"2013 Q4",20
"Continente","CS ABRAÃO",572,"2013 Q4",9
"Continente","CS CAPOEIRAS",60,"2013 Q4",36
"Continente","CS COQUEIROS",600,"2013 Q4",40
"Continente","CS COQUEIROS",601,"2013 Q4",44
"Continente","CS COQUEIROS",602,"2013 Q4",57
"Continente","CS CAPOEIRAS",61,"2013 Q4",27
"Continente","CS CAPOEIRAS",62,"2013 Q4",19
"Centro","CS AGRONÔMICA",690,"2013 Q4",52
"Centro","CS AGRONÔMICA",691,"2013 Q4",53
"Centro","CS AGRONÔMICA",692,"2013 Q4",30
"Centro","CS AGRONÔMICA",693,"2013 Q4",36
"Continente","CS COLONINHA",70,"2013 Q4",63
"Continente","CS COLONINHA",71,"2013 Q4",46
"Continente","CS COLONINHA",72,"2013 Q4",43
"Sul","CS FAZENDA DO RIO TAVARES",780,"2013 Q4",2
"Sul","CS FAZENDA DO RIO TAVARES",781,"2013 Q4",9
"Continente","CS ESTREITO",80,"2013 Q4",26
"Continente","CS ESTREITO",81,"2013 Q4",20
"Continente","CS ESTREITO",82,"2013 Q4",33
"Continente","CS ESTREITO",83,"2013 Q4",15
"Centro","CS TRINDADE",850,"2013 Q4",37
"Centro","CS TRINDADE",851,"2013 Q4",39
"Centro","CS TRINDADE",852,"2013 Q4",29
"Centro","CS TRINDADE",853,"2013 Q4",28
"Centro","CS TRINDADE",854,"2013 Q4",34
"Continente","CS VILA APARECIDA",90,"2013 Q4",0
"Continente","CS VILA APARECIDA",91,"2013 Q4",0
"Centro","CS CENTRO",950,"2013 Q4",26
"Centro","CS CENTRO",951,"2013 Q4",9
"Centro","CS CENTRO",952,"2013 Q4",10
"Norte","CS SANTINHO",980,"2013 Q4",20
"Norte","CS SANTINHO",981,"2013 Q4",25
"Continente","CS JARDIM ATLÂNTICO",10,"2014 Q1",30
"Continente","CS NOVO CONTINENTE",100,"2014 Q1",16
"Continente","CS NOVO CONTINENTE",101,"2014 Q1",15
"Continente","CS NOVO CONTINENTE",102,"2014 Q1",12
"Continente","CS NOVO CONTINENTE",103,"2014 Q1",9
"Continente","CS JARDIM ATLÂNTICO",11,"2014 Q1",22
"Centro","CS MONTE SERRAT",120,"2014 Q1",27
"Centro","CS MONTE SERRAT",121,"2014 Q1",13
"Centro","CS MONTE SERRAT",122,"2014 Q1",23
"Centro","CS PRAINHA",130,"2014 Q1",22
"Centro","CS PRAINHA",131,"2014 Q1",24
"Centro","CS PRAINHA",132,"2014 Q1",16
"Centro","CS PANTANAL",160,"2014 Q1",30
"Centro","CS PANTANAL",161,"2014 Q1",28
"Centro","CS CÓRREGO GRANDE",170,"2014 Q1",40
"Centro","CS CÓRREGO GRANDE",171,"2014 Q1",32
"Centro","CS CÓRREGO GRANDE",172,"2014 Q1",17
"Centro","CS ITACORUBI",190,"2014 Q1",29
"Centro","CS ITACORUBI",191,"2014 Q1",46
"Centro","CS ITACORUBI",192,"2014 Q1",46
"Centro","CS ITACORUBI",193,"2014 Q1",32
"Continente","CS BALNEÁRIO",20,"2014 Q1",36
"Sul","CS CAIEIRA BARRA DO SUL",200,"2014 Q1",15
"Continente","CS BALNEÁRIO",21,"2014 Q1",27
"Sul","CS ALTO RIBEIRÃO",210,"2014 Q1",12
"Sul","CS RIBEIRÃO DA ILHA",220,"2014 Q1",32
"Sul","CS PANTANO DO SUL",230,"2014 Q1",56
"Sul","CS ARMAÇÃO",240,"2014 Q1",36
"Sul","CS ARMAÇÃO",241,"2014 Q1",30
"Sul","CS ARMAÇÃO",242,"2014 Q1",10
"Sul","CS MORRO DAS PEDRAS",250,"2014 Q1",28
"Sul","CS MORRO DAS PEDRAS",251,"2014 Q1",57
"Sul","CS TAPERA",260,"2014 Q1",39
"Sul","CS TAPERA",261,"2014 Q1",23
"Sul","CS TAPERA",262,"2014 Q1",36
"Sul","CS TAPERA",263,"2014 Q1",35
"Sul","CS CARIANOS",270,"2014 Q1",36
"Sul","CS CARIANOS",271,"2014 Q1",66
"Sul","CS CARIANOS",272,"2014 Q1",7
"Sul","CS CAMPECHE",280,"2014 Q1",46
"Sul","CS CAMPECHE",281,"2014 Q1",28
"Sul","CS RIO TAVARES",290,"2014 Q1",7
"Sul","CS RIO TAVARES",291,"2014 Q1",13
"Sul","CS RIO TAVARES",292,"2014 Q1",4
"Sul","CS RIO TAVARES",293,"2014 Q1",0
"Continente","CS SAPE",30,"2014 Q1",19
"Sul","CS COSTEIRA DO PIRAJUBAÉ",300,"2014 Q1",29
"Sul","CS COSTEIRA DO PIRAJUBAÉ",301,"2014 Q1",35
"Sul","CS COSTEIRA DO PIRAJUBAÉ",302,"2014 Q1",27
"Continente","CS SAPE",31,"2014 Q1",23
"Centro","CS SACO DOS LIMÕES",310,"2014 Q1",3
"Centro","CS SACO DOS LIMÕES",311,"2014 Q1",3
"Centro","CS SACO DOS LIMÕES",312,"2014 Q1",7
"Centro","CS SACO DOS LIMÕES",313,"2014 Q1",0
"Centro","CS SACO DOS LIMÕES",314,"2014 Q1",0
"Centro","CS JOÃO PAULO",320,"2014 Q1",34
"Centro","CS JOÃO PAULO",321,"2014 Q1",17
"Norte","CS SACO GRANDE",330,"2014 Q1",65
"Norte","CS SACO GRANDE",331,"2014 Q1",61
"Norte","CS SACO GRANDE",332,"2014 Q1",60
"Norte","CS SACO GRANDE",333,"2014 Q1",57
"Norte","CS SACO GRANDE",334,"2014 Q1",26
"Norte","CS SACO GRANDE",335,"2014 Q1",43
"Norte","CS VARGEM PEQUENA",340,"2014 Q1",5
"Norte","CS RATONES",350,"2014 Q1",27
"Norte","CS RATONES",351,"2014 Q1",15
"Norte","CS SANTO ANTONIO LISBOA",360,"2014 Q1",39
"Norte","CS SANTO ANTONIO LISBOA",361,"2014 Q1",48
"Norte","CS PONTA DAS CANAS",370,"2014 Q1",38
"Norte","CS PONTA DAS CANAS",371,"2014 Q1",21
"Norte","CS CANASVIEIRAS",380,"2014 Q1",11
"Norte","CS CANASVIEIRAS",381,"2014 Q1",23
"Norte","CS CANASVIEIRAS",382,"2014 Q1",18
"Norte","CS CANASVIEIRAS",383,"2014 Q1",17
"Norte","CS CANASVIEIRAS",384,"2014 Q1",24
"Norte","CS JURERE",390,"2014 Q1",68
"Continente","CS MONTE CRISTO",40,"2014 Q1",32
"Norte","CS CACHOEIRA BOM JESUS",400,"2014 Q1",4
"Norte","CS CACHOEIRA BOM JESUS",401,"2014 Q1",4
"Continente","CS MONTE CRISTO",41,"2014 Q1",43
"Norte","CS VARGEM GRANDE",410,"2014 Q1",9
"Continente","CS MONTE CRISTO",42,"2014 Q1",19
"Norte","CS RIO VERMELHO",420,"2014 Q1",57
"Norte","CS RIO VERMELHO",421,"2014 Q1",48
"Norte","CS RIO VERMELHO",422,"2014 Q1",11
"Norte","CS RIO VERMELHO",423,"2014 Q1",15
"Norte","CS RIO VERMELHO",424,"2014 Q1",16
"Continente","CS MONTE CRISTO",43,"2014 Q1",32
"Norte","CS INGLESES",431,"2014 Q1",24
"Norte","CS INGLESES",432,"2014 Q1",33
"Norte","CS INGLESES",433,"2014 Q1",15
"Norte","CS INGLESES",434,"2014 Q1",12
"Norte","CS INGLESES",435,"2014 Q1",25
"Norte","CS INGLESES",436,"2014 Q1",23
"Norte","CS INGLESES",437,"2014 Q1",3
"Norte","CS INGLESES",438,"2014 Q1",3
"Continente","CS MONTE CRISTO",44,"2014 Q1",43
"Norte","CS BARRA DA LAGOA",440,"2014 Q1",19
"Norte","CS BARRA DA LAGOA",441,"2014 Q1",27
"Norte","CS BARRA DA LAGOA",442,"2014 Q1",8
"Continente","CS MONTE CRISTO",45,"2014 Q1",26
"Sul","CS CANTO DA LAGOA",450,"2014 Q1",24
"Continente","CS MONTE CRISTO",46,"2014 Q1",10
"Sul","CS COSTA DA LAGOA",460,"2014 Q1",16
"Sul","CS LAGOA DA CONCEIÇÃO",470,"2014 Q1",66
"Sul","CS LAGOA DA CONCEIÇÃO",471,"2014 Q1",35
"Sul","CS LAGOA DA CONCEIÇÃO",472,"2014 Q1",27
"Continente","CS ABRAÃO",570,"2014 Q1",28
"Continente","CS ABRAÃO",571,"2014 Q1",21
"Continente","CS ABRAÃO",572,"2014 Q1",4
"Continente","CS CAPOEIRAS",60,"2014 Q1",32
"Continente","CS COQUEIROS",600,"2014 Q1",19
"Continente","CS COQUEIROS",601,"2014 Q1",36
"Continente","CS COQUEIROS",602,"2014 Q1",53
"Continente","CS CAPOEIRAS",61,"2014 Q1",16
"Continente","CS CAPOEIRAS",62,"2014 Q1",16
"Centro","CS AGRONÔMICA",690,"2014 Q1",70
"Centro","CS AGRONÔMICA",691,"2014 Q1",57
"Centro","CS AGRONÔMICA",692,"2014 Q1",43
"Centro","CS AGRONÔMICA",693,"2014 Q1",34
"Continente","CS COLONINHA",70,"2014 Q1",48
"Continente","CS COLONINHA",71,"2014 Q1",36
"Continente","CS COLONINHA",72,"2014 Q1",48
"Sul","CS FAZENDA DO RIO TAVARES",780,"2014 Q1",6
"Sul","CS FAZENDA DO RIO TAVARES",781,"2014 Q1",17
"Continente","CS ESTREITO",80,"2014 Q1",21
"Continente","CS ESTREITO",81,"2014 Q1",25
"Continente","CS ESTREITO",82,"2014 Q1",37
"Continente","CS ESTREITO",83,"2014 Q1",17
"Centro","CS TRINDADE",850,"2014 Q1",35
"Centro","CS TRINDADE",851,"2014 Q1",31
"Centro","CS TRINDADE",852,"2014 Q1",36
"Centro","CS TRINDADE",853,"2014 Q1",36
"Centro","CS TRINDADE",854,"2014 Q1",33
"Continente","CS VILA APARECIDA",90,"2014 Q1",1
"Continente","CS VILA APARECIDA",91,"2014 Q1",0
"Centro","CS CENTRO",950,"2014 Q1",39
"Centro","CS CENTRO",951,"2014 Q1",20
"Centro","CS CENTRO",952,"2014 Q1",22
"Norte","CS SANTINHO",980,"2014 Q1",16
"Norte","CS SANTINHO",981,"2014 Q1",20
"Continente","CS JARDIM ATLÂNTICO",10,"2014 Q2",17
"Continente","CS NOVO CONTINENTE",100,"2014 Q2",21
"Continente","CS NOVO CONTINENTE",101,"2014 Q2",22
"Continente","CS NOVO CONTINENTE",102,"2014 Q2",29
"Continente","CS NOVO CONTINENTE",103,"2014 Q2",14
"Continente","CS JARDIM ATLÂNTICO",11,"2014 Q2",15
"Centro","CS MONTE SERRAT",120,"2014 Q2",26
"Centro","CS MONTE SERRAT",121,"2014 Q2",10
"Centro","CS MONTE SERRAT",122,"2014 Q2",18
"Centro","CS PRAINHA",130,"2014 Q2",21
"Centro","CS PRAINHA",131,"2014 Q2",22
"Centro","CS PRAINHA",132,"2014 Q2",38
"Centro","CS PANTANAL",160,"2014 Q2",31
"Centro","CS PANTANAL",161,"2014 Q2",30
"Centro","CS CÓRREGO GRANDE",170,"2014 Q2",42
"Centro","CS CÓRREGO GRANDE",171,"2014 Q2",27
"Centro","CS CÓRREGO GRANDE",172,"2014 Q2",16
"Centro","CS ITACORUBI",190,"2014 Q2",28
"Centro","CS ITACORUBI",191,"2014 Q2",32
"Centro","CS ITACORUBI",192,"2014 Q2",28
"Centro","CS ITACORUBI",193,"2014 Q2",24
"Continente","CS BALNEÁRIO",20,"2014 Q2",20
"Sul","CS CAIEIRA BARRA DO SUL",200,"2014 Q2",25
"Continente","CS BALNEÁRIO",21,"2014 Q2",27
"Sul","CS ALTO RIBEIRÃO",210,"2014 Q2",9
"Sul","CS RIBEIRÃO DA ILHA",220,"2014 Q2",15
"Sul","CS PANTANO DO SUL",230,"2014 Q2",25
"Sul","CS ARMAÇÃO",240,"2014 Q2",30
"Sul","CS ARMAÇÃO",241,"2014 Q2",30
"Sul","CS ARMAÇÃO",242,"2014 Q2",2
"Sul","CS MORRO DAS PEDRAS",250,"2014 Q2",31
"Sul","CS MORRO DAS PEDRAS",251,"2014 Q2",50
"Sul","CS TAPERA",260,"2014 Q2",19
"Sul","CS TAPERA",261,"2014 Q2",22
"Sul","CS TAPERA",262,"2014 Q2",22
"Sul","CS TAPERA",263,"2014 Q2",27
"Sul","CS CARIANOS",270,"2014 Q2",51
"Sul","CS CARIANOS",271,"2014 Q2",80
"Sul","CS CARIANOS",272,"2014 Q2",4
"Sul","CS CAMPECHE",280,"2014 Q2",37
"Sul","CS CAMPECHE",281,"2014 Q2",16
"Sul","CS RIO TAVARES",290,"2014 Q2",24
"Sul","CS RIO TAVARES",291,"2014 Q2",23
"Sul","CS RIO TAVARES",292,"2014 Q2",6
"Sul","CS RIO TAVARES",293,"2014 Q2",8
"Continente","CS SAPE",30,"2014 Q2",18
"Sul","CS COSTEIRA DO PIRAJUBAÉ",300,"2014 Q2",33
"Sul","CS COSTEIRA DO PIRAJUBAÉ",301,"2014 Q2",14
"Sul","CS COSTEIRA DO PIRAJUBAÉ",302,"2014 Q2",21
"Continente","CS SAPE",31,"2014 Q2",18
"Centro","CS SACO DOS LIMÕES",310,"2014 Q2",2
"Centro","CS SACO DOS LIMÕES",311,"2014 Q2",2
"Centro","CS SACO DOS LIMÕES",312,"2014 Q2",10
"Centro","CS SACO DOS LIMÕES",313,"2014 Q2",2
"Centro","CS SACO DOS LIMÕES",314,"2014 Q2",0
"Centro","CS JOÃO PAULO",320,"2014 Q2",30
"Centro","CS JOÃO PAULO",321,"2014 Q2",36
"Norte","CS SACO GRANDE",330,"2014 Q2",58
"Norte","CS SACO GRANDE",331,"2014 Q2",37
"Norte","CS SACO GRANDE",332,"2014 Q2",16
"Norte","CS SACO GRANDE",333,"2014 Q2",57
"Norte","CS SACO GRANDE",334,"2014 Q2",21
"Norte","CS SACO GRANDE",335,"2014 Q2",41
"Norte","CS VARGEM PEQUENA",340,"2014 Q2",6
"Norte","CS RATONES",350,"2014 Q2",33
"Norte","CS RATONES",351,"2014 Q2",15
"Norte","CS SANTO ANTONIO LISBOA",360,"2014 Q2",52
"Norte","CS SANTO ANTONIO LISBOA",361,"2014 Q2",53
"Norte","CS PONTA DAS CANAS",370,"2014 Q2",15
"Norte","CS PONTA DAS CANAS",371,"2014 Q2",7
"Norte","CS CANASVIEIRAS",380,"2014 Q2",19
"Norte","CS CANASVIEIRAS",381,"2014 Q2",25
"Norte","CS CANASVIEIRAS",382,"2014 Q2",16
"Norte","CS CANASVIEIRAS",383,"2014 Q2",13
"Norte","CS CANASVIEIRAS",384,"2014 Q2",23
"Norte","CS JURERE",390,"2014 Q2",95
"Continente","CS MONTE CRISTO",40,"2014 Q2",53
"Norte","CS CACHOEIRA BOM JESUS",400,"2014 Q2",29
"Norte","CS CACHOEIRA BOM JESUS",401,"2014 Q2",24
"Continente","CS MONTE CRISTO",41,"2014 Q2",34
"Norte","CS VARGEM GRANDE",410,"2014 Q2",10
"Continente","CS MONTE CRISTO",42,"2014 Q2",21
"Norte","CS RIO VERMELHO",420,"2014 Q2",46
"Norte","CS RIO VERMELHO",421,"2014 Q2",61
"Norte","CS RIO VERMELHO",422,"2014 Q2",12
"Norte","CS RIO VERMELHO",423,"2014 Q2",10
"Norte","CS RIO VERMELHO",424,"2014 Q2",30
"Continente","CS MONTE CRISTO",43,"2014 Q2",34
"Norte","CS INGLESES",431,"2014 Q2",12
"Norte","CS INGLESES",432,"2014 Q2",21
"Norte","CS INGLESES",433,"2014 Q2",17
"Norte","CS INGLESES",434,"2014 Q2",18
"Norte","CS INGLESES",435,"2014 Q2",22
"Norte","CS INGLESES",436,"2014 Q2",15
"Norte","CS INGLESES",437,"2014 Q2",6
"Norte","CS INGLESES",438,"2014 Q2",5
"Continente","CS MONTE CRISTO",44,"2014 Q2",47
"Norte","CS BARRA DA LAGOA",440,"2014 Q2",31
"Norte","CS BARRA DA LAGOA",441,"2014 Q2",32
"Norte","CS BARRA DA LAGOA",442,"2014 Q2",11
"Continente","CS MONTE CRISTO",45,"2014 Q2",34
"Sul","CS CANTO DA LAGOA",450,"2014 Q2",32
"Continente","CS MONTE CRISTO",46,"2014 Q2",12
"Sul","CS COSTA DA LAGOA",460,"2014 Q2",5
"Sul","CS LAGOA DA CONCEIÇÃO",470,"2014 Q2",49
"Sul","CS LAGOA DA CONCEIÇÃO",471,"2014 Q2",30
"Sul","CS LAGOA DA CONCEIÇÃO",472,"2014 Q2",36
"Continente","CS ABRAÃO",570,"2014 Q2",23
"Continente","CS ABRAÃO",571,"2014 Q2",19
"Continente","CS ABRAÃO",572,"2014 Q2",9
"Continente","CS CAPOEIRAS",60,"2014 Q2",21
"Continente","CS COQUEIROS",600,"2014 Q2",36
"Continente","CS COQUEIROS",601,"2014 Q2",47
"Continente","CS COQUEIROS",602,"2014 Q2",42
"Continente","CS CAPOEIRAS",61,"2014 Q2",11
"Continente","CS CAPOEIRAS",62,"2014 Q2",14
"Centro","CS AGRONÔMICA",690,"2014 Q2",92
"Centro","CS AGRONÔMICA",691,"2014 Q2",68
"Centro","CS AGRONÔMICA",692,"2014 Q2",39
"Centro","CS AGRONÔMICA",693,"2014 Q2",38
"Continente","CS COLONINHA",70,"2014 Q2",66
"Continente","CS COLONINHA",71,"2014 Q2",48
"Continente","CS COLONINHA",72,"2014 Q2",28
"Sul","CS FAZENDA DO RIO TAVARES",780,"2014 Q2",2
"Sul","CS FAZENDA DO RIO TAVARES",781,"2014 Q2",10
"Continente","CS ESTREITO",80,"2014 Q2",42
"Continente","CS ESTREITO",81,"2014 Q2",26
"Continente","CS ESTREITO",82,"2014 Q2",27
"Continente","CS ESTREITO",83,"2014 Q2",6
"Centro","CS TRINDADE",850,"2014 Q2",36
"Centro","CS TRINDADE",851,"2014 Q2",27
"Centro","CS TRINDADE",852,"2014 Q2",31
"Centro","CS TRINDADE",853,"2014 Q2",26
"Centro","CS TRINDADE",854,"2014 Q2",26
"Continente","CS VILA APARECIDA",90,"2014 Q2",5
"Continente","CS VILA APARECIDA",91,"2014 Q2",2
"Centro","CS CENTRO",950,"2014 Q2",29
"Centro","CS CENTRO",951,"2014 Q2",12
"Centro","CS CENTRO",952,"2014 Q2",21
